game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
201112260DAL,2012,DAL,DEN,34,34,Delonte West,Lamar Odom,Rodrigue Beaubois,Sean Williams,Vince Carter,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,Ty Lawson,2,0,1,2,1,0,0,0,0,0,2,2,0,0,2,0.5,0.5,0.0,2,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1
201112260DAL,2012,DAL,DEN,35,35,Delonte West,Lamar Odom,Rodrigue Beaubois,Sean Williams,Vince Carter,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,3,2,0,1,0,2,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,-1
201112260DAL,2012,DAL,DEN,36,41,Delonte West,Lamar Odom,Rodrigue Beaubois,Sean Williams,Vince Carter,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez,5,6,4,4,3,1,1,4,0,0,6,4,2,5,9,0.8,0.75,1.0,5,8,1,3,1,2,0,0,0,0,4,1,3,7,2,0.2,0.3333333333333333,0.0,1
201112260DAL,2012,DAL,DEN,42,45,Delonte West,Lamar Odom,Rodrigue Beaubois,Sean Williams,Vince Carter,Arron Afflalo,Chris Andersen,Corey Brewer,Rudy Fernandez,Ty Lawson,9,2,4,6,3,3,1,2,0,0,6,4,2,0,9,0.4444444444444444,0.5,0.3333333333333333,7,2,3,5,3,2,0,1,1,0,5,3,2,0,6,0.42857142857142855,0.6,0.0,1
201112260DAL,2012,DAL,DEN,46,47,Delonte West,Dominique Jones,Ian Mahinmi,Lamar Odom,Vince Carter,Arron Afflalo,Corey Brewer,Kosta Koufos,Rudy Fernandez,Ty Lawson,3,2,0,2,0,1,0,0,0,0,4,3,1,2,0,0.0,0.0,0.0,3,4,1,3,1,0,0,0,0,0,3,3,0,1,2,0.3333333333333333,0.3333333333333333,0.0,-1
201112280DEN,2012,DEN,UTA,0,4,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al Jefferson,Derrick Favors,Devin Harris,Gordon Hayward,Raja Bell,6,8,1,4,1,2,0,1,0,0,7,3,4,2,2,0.16666666666666666,0.25,0.0,9,4,5,9,5,0,0,3,0,0,5,3,2,1,10,0.5555555555555556,0.5555555555555556,0.0,-1
201112280DEN,2012,DEN,UTA,5,6,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al Jefferson,Devin Harris,Gordon Hayward,Paul Millsap,Raja Bell,3,2,3,3,3,0,0,1,0,0,2,2,0,0,6,1.0,1.0,0.0,4,0,2,3,2,1,0,1,0,0,1,1,0,0,4,0.5,0.6666666666666666,0.0,1
201112280DEN,2012,DEN,UTA,7,7,Andre Miller,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al Jefferson,Devin Harris,Gordon Hayward,Paul Millsap,Raja Bell,3,2,1,1,1,2,0,0,0,0,1,1,0,0,2,0.3333333333333333,1.0,0.0,1,2,0,1,0,0,0,0,0,0,3,2,1,1,0,0.0,0.0,0.0,1
201112280DEN,2012,DEN,UTA,8,9,Al Harrington,Andre Miller,Nene Hilario,Rudy Fernandez,Ty Lawson,Al Jefferson,C.J. Miles,Earl Watson,Paul Millsap,Raja Bell,3,1,2,2,2,1,0,0,0,0,2,2,0,0,4,0.6666666666666666,1.0,0.0,4,0,1,4,1,0,0,1,0,0,2,1,1,0,2,0.25,0.25,0.0,1
201112280DEN,2012,DEN,UTA,10,12,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson,C.J. Miles,Earl Watson,Enes Kanter,Josh Howard,Paul Millsap,6,0,2,5,2,1,0,1,0,0,7,4,3,2,4,0.3333333333333333,0.4,0.0,6,0,2,4,0,2,2,2,0,0,1,1,0,0,6,0.3333333333333333,0.0,1.0,-1
201112280DEN,2012,DEN,UTA,13,15,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez,C.J. Miles,Earl Watson,Enes Kanter,Josh Howard,Paul Millsap,6,2,2,4,2,2,0,1,0,0,4,3,1,0,4,0.3333333333333333,0.5,0.0,5,2,2,5,2,0,0,0,0,0,5,4,1,2,4,0.4,0.4,0.0,-1
201112280DEN,2012,DEN,UTA,16,16,Al Harrington,Andre Miller,Arron Afflalo,Chris Andersen,Rudy Fernandez,Al Jefferson,C.J. Miles,Earl Watson,Josh Howard,Paul Millsap,3,0,3,2,2,1,1,3,0,0,0,0,0,0,7,1.0,1.0,1.0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,1
201112280DEN,2012,DEN,UTA,17,19,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Al Jefferson,Devin Harris,Gordon Hayward,Jeremy Evans,Raja Bell,5,1,4,5,4,0,0,2,0,0,2,1,1,2,8,0.8,0.8,0.0,5,0,3,2,1,3,2,3,0,0,0,0,0,2,8,0.6,0.5,0.6666666666666666,-1
201112280DEN,2012,DEN,UTA,20,20,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson,Al Jefferson,Devin Harris,Gordon Hayward,Jeremy Evans,Raja Bell,1,0,1,0,0,1,1,1,0,0,1,1,0,1,3,1.0,0.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1
201112280DEN,2012,DEN,UTA,21,21,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Al Jefferson,Devin Harris,Gordon Hayward,Jeremy Evans,Raja Bell,3,0,1,2,1,1,0,0,1,0,1,0,1,0,2,0.3333333333333333,0.5,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
201112280DEN,2012,DEN,UTA,22,22,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Al Jefferson,Devin Harris,Gordon Hayward,Paul Millsap,Raja Bell,1,2,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201112280DEN,2012,DEN,UTA,23,23,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,Al Jefferson,C.J. Miles,Devin Harris,Gordon Hayward,Paul Millsap,2,1,2,2,2,0,0,2,0,0,0,0,0,0,4,1.0,1.0,0.0,1,0,1,1,1,0,0,1,0,0,0,0,0,2,2,1.0,1.0,0.0,1
201112280DEN,2012,DEN,UTA,24,24,Arron Afflalo,Nene Hilario,Rudy Fernandez,Timofey Mozgov,Ty Lawson,Al Jefferson,C.J. Miles,Devin Harris,Gordon Hayward,Paul Millsap,3,0,1,3,1,0,0,0,0,0,1,0,1,0,2,0.3333333333333333,0.3333333333333333,0.0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,3,1.0,0.0,1.0,-1
201112280DEN,2012,DEN,UTA,25,29,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al Jefferson,Derrick Favors,Devin Harris,Gordon Hayward,Raja Bell,10,0,6,9,6,1,0,3,1,0,7,5,2,2,12,0.6,0.6666666666666666,0.0,10,2,4,8,4,2,0,2,2,0,4,2,2,2,8,0.4,0.5,0.0,1
201112280DEN,2012,DEN,UTA,30,31,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,Al Jefferson,C.J. Miles,Derrick Favors,Devin Harris,Gordon Hayward,3,0,0,1,0,2,0,0,0,0,3,3,0,1,0,0.0,0.0,0.0,4,2,1,2,0,2,1,1,0,0,5,3,2,1,3,0.25,0.0,0.5,-1
201112280DEN,2012,DEN,UTA,32,32,Al Harrington,Andre Miller,Danilo Gallinari,Timofey Mozgov,Ty Lawson,Al Jefferson,C.J. Miles,Derrick Favors,Earl Watson,Gordon Hayward,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1
201112280DEN,2012,DEN,UTA,33,33,Al Harrington,Andre Miller,Danilo Gallinari,Rudy Fernandez,Timofey Mozgov,C.J. Miles,Derrick Favors,Earl Watson,Enes Kanter,Gordon Hayward,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1.0,0.0,1.0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1.0,1.0,0.0,1
201112280DEN,2012,DEN,UTA,34,36,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,C.J. Miles,Earl Watson,Enes Kanter,Gordon Hayward,Paul Millsap,5,0,4,4,3,1,1,3,0,0,3,3,0,1,9,0.8,0.75,1.0,5,0,2,2,1,3,1,2,0,0,1,1,0,2,5,0.4,0.5,0.3333333333333333,1
201112280DEN,2012,DEN,UTA,37,38,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez,Al Jefferson,C.J. Miles,Earl Watson,Josh Howard,Paul Millsap,3,5,2,3,2,0,0,2,0,0,2,2,0,1,4,0.6666666666666666,0.6666666666666666,0.0,5,0,2,4,2,1,0,1,0,0,4,3,1,2,4,0.4,0.5,0.0,-1
201112280DEN,2012,DEN,UTA,39,39,Al Harrington,Andre Miller,Chris Andersen,Corey Brewer,Rudy Fernandez,Al Jefferson,Alec Burks,Jamaal Tinsley,Josh Howard,Paul Millsap,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1.0,0.0,1.0,2,0,2,2,2,0,0,1,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
201112280DEN,2012,DEN,UTA,40,40,Andre Miller,Chris Andersen,Corey Brewer,Kenneth Faried,Rudy Fernandez,Al Jefferson,Alec Burks,Jamaal Tinsley,Josh Howard,Paul Millsap,2,1,1,2,1,0,0,1,1,0,1,0,1,1,2,0.5,0.5,0.0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
201112280DEN,2012,DEN,UTA,41,42,Andre Miller,Corey Brewer,Kenneth Faried,Kosta Koufos,Rudy Fernandez,Alec Burks,Derrick Favors,Jamaal Tinsley,Jeremy Evans,Josh Howard,5,0,2,3,1,2,1,1,0,0,2,2,0,0,5,0.4,0.3333333333333333,0.5,4,2,2,4,2,0,0,0,1,0,3,3,0,0,4,0.5,0.5,0.0,1
201112280DEN,2012,DEN,UTA,43,44,Corey Brewer,DeMarre Carroll,Kenneth Faried,Kosta Koufos,Rudy Fernandez,Alec Burks,Derrick Favors,Jamaal Tinsley,Jeremy Evans,Josh Howard,5,1,2,5,2,0,0,2,0,0,2,1,1,0,4,0.4,0.4,0.0,3,4,1,2,1,1,0,1,0,0,2,2,0,0,2,0.3333333333333333,0.5,0.0,1
201112280DEN,2012,DEN,UTA,45,47,Corey Brewer,DeMarre Carroll,Kenneth Faried,Kosta Koufos,Rudy Fernandez,Alec Burks,Enes Kanter,Jamaal Tinsley,Jeremy Evans,Josh Howard,4,0,2,4,2,0,0,1,0,0,1,1,0,3,4,0.5,0.5,0.0,5,3,4,5,4,0,0,3,0,0,4,2,2,2,8,0.8,0.8,0.0,-1
201112290POR,2012,POR,DEN,0,3,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,6,2,5,6,5,0,0,1,0,0,6,6,0,4,10,0.8333333333333334,0.8333333333333334,0.0,10,0,3,9,3,1,0,3,1,0,2,1,1,1,6,0.3,0.3333333333333333,0.0,1
201112290POR,2012,POR,DEN,4,6,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,Al Harrington,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,4,3,2,3,2,1,0,2,0,0,5,5,0,1,4,0.5,0.6666666666666666,0.0,8,0,2,5,2,3,0,1,1,0,3,2,1,0,4,0.25,0.4,0.0,-1
201112290POR,2012,POR,DEN,7,8,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Al Harrington,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,3,2,1,3,1,0,0,0,0,0,2,1,1,1,2,0.3333333333333333,0.3333333333333333,0.0,4,2,2,3,2,1,0,1,0,0,4,2,2,1,4,0.5,0.6666666666666666,0.0,-1
201112290POR,2012,POR,DEN,9,9,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,4,0,2,3,2,1,0,0,0,0,3,1,2,0,4,0.5,0.6666666666666666,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1
201112290POR,2012,POR,DEN,10,10,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,1,2,1,1,1,0,0,1,0,0,2,2,0,1,2,1.0,1.0,0.0,3,0,1,3,1,0,0,1,0,0,0,0,0,0,2,0.3333333333333333,0.3333333333333333,0.0,-1
201112290POR,2012,POR,DEN,11,14,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews,Al Harrington,Andre Miller,Chris Andersen,Rudy Fernandez,Ty Lawson,9,0,2,6,2,3,0,1,0,0,6,4,2,2,4,0.2222222222222222,0.3333333333333333,0.0,7,4,3,4,3,3,0,1,0,0,6,5,1,1,6,0.42857142857142855,0.75,0.0,-1
201112290POR,2012,POR,DEN,15,15,Jamal Crawford,Kurt Thomas,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,2,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,-1
201112290POR,2012,POR,DEN,16,16,Jamal Crawford,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
201112290POR,2012,POR,DEN,17,18,Jamal Crawford,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Ty Lawson,5,0,3,5,3,0,0,1,1,0,3,3,0,1,6,0.6,0.6,0.0,6,4,1,5,1,1,0,0,3,0,4,2,2,0,2,0.16666666666666666,0.2,0.0,1
201112290POR,2012,POR,DEN,19,19,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Ty Lawson,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1,2,1,1,1,0,0,1,0,0,2,2,0,0,2,1.0,1.0,0.0,-1
201112290POR,2012,POR,DEN,20,20,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,1,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,-1
201112290POR,2012,POR,DEN,21,22,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Nicolas Batum,Raymond Felton,Andre Miller,Arron Afflalo,Danilo Gallinari,Nene Hilario,Ty Lawson,5,0,2,2,1,3,1,1,0,0,5,3,2,2,5,0.4,0.5,0.3333333333333333,5,0,2,4,2,1,0,1,2,0,1,1,0,0,4,0.4,0.5,0.0,1
201112290POR,2012,POR,DEN,23,23,Gerald Wallace,Kurt Thomas,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson,5,0,1,4,1,1,0,0,0,0,1,0,1,0,2,0.2,0.25,0.0,2,2,2,2,2,0,0,0,0,0,3,3,0,0,4,1.0,1.0,0.0,-1
201112290POR,2012,POR,DEN,24,31,Gerald Wallace,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,Arron Afflalo,Danilo Gallinari,Nene Hilario,Timofey Mozgov,Ty Lawson,13,0,9,8,5,5,4,7,0,0,8,6,2,2,22,0.6923076923076923,0.625,0.8,11,6,5,9,4,2,1,3,0,0,2,2,0,0,11,0.45454545454545453,0.4444444444444444,0.5,1
201112290POR,2012,POR,DEN,32,34,Gerald Wallace,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Wesley Matthews,Al Harrington,Andre Miller,Danilo Gallinari,Nene Hilario,Ty Lawson,5,0,3,4,3,1,0,3,0,0,2,2,0,0,6,0.6,0.75,0.0,5,0,2,5,2,0,0,1,1,0,3,2,1,0,4,0.4,0.4,0.0,1
201112290POR,2012,POR,DEN,35,35,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews,Al Harrington,Andre Miller,Chris Andersen,Danilo Gallinari,Rudy Fernandez,1,2,0,0,0,1,0,0,0,0,2,1,1,1,0,0.0,0.0,0.0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
201112290POR,2012,POR,DEN,36,36,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Wesley Matthews,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,2,1.0,1.0,0.0,-1
201112290POR,2012,POR,DEN,37,37,Gerald Wallace,Jamal Crawford,Kurt Thomas,Nicolas Batum,Raymond Felton,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,1,0,1,1,1,0,0,0,0,0,0,3,0.5,0.0,1.0,-1
201112290POR,2012,POR,DEN,38,39,Jamal Crawford,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews,Al Harrington,Andre Miller,Arron Afflalo,Rudy Fernandez,Ty Lawson,2,1,1,2,1,0,0,0,0,0,1,1,0,2,2,0.5,0.5,0.0,3,2,2,3,2,0,0,1,0,0,2,1,1,0,4,0.6666666666666666,0.6666666666666666,0.0,-1
201112290POR,2012,POR,DEN,40,40,Jamal Crawford,LaMarcus Aldridge,Nicolas Batum,Raymond Felton,Wesley Matthews,Andre Miller,Arron Afflalo,Nene Hilario,Rudy Fernandez,Ty Lawson,2,1,2,2,2,0,0,0,0,0,1,1,0,0,4,1.0,1.0,0.0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,3,0.5,0.0,0.5,1
201112290POR,2012,POR,DEN,41,43,Jamal Crawford,LaMarcus Aldridge,Marcus Camby,Raymond Felton,Wesley Matthews,Andre Miller,Danilo Gallinari,Nene Hilario,Rudy Fernandez,Ty Lawson,3,1,3,1,1,2,2,2,0,0,3,3,0,3,8,1.0,1.0,1.0,4,4,1,2,0,2,1,1,1,0,0,0,0,1,3,0.25,0.0,0.5,1
