game,season,home_team,away_team,starting_min,end_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,fga_home,fta_home,fgm_home,fga_2_home,fgm_2_home,fga_3_home,fgm_3_home,ast_home,blk_home,pf_home,reb_home,dreb_home,oreb_home,to_home,pts_home,pct_home,pct_2_home,pct_3_home,fga_visitor,fta_visitor,fgm_visitor,fga_2_visitor,fgm_2_visitor,fga_3_visitor,fgm_3_visitor,ast_visitor,blk_visitor,pf_visitor,reb_visitor,dreb_visitor,oreb_visitor,to_visitor,pts_visitor,pct_visitor,pct_2_visitor,pct_3_visitor,outcome
200910280LAC,2010,LAC,PHO,19,21,Al Thornton,Baron Davis,Chris Kaman,Eric Gordon,Marcus Camby,Amar'e Stoudemire,Earl Clark,Grant Hill,Leandro Barbosa,Steve Nash,2,4,2,2,2,0,0,2,0,0,1,1,0,2,4,1.0,1.0,0.0,4,2,3,4,3,0,0,1,0,1,0,0,0,1,6,0.75,0.75,0.0,-1
200910280LAC,2010,LAC,PHO,22,24,Baron Davis,Chris Kaman,Eric Gordon,Marcus Camby,Rasual Butler,Amar'e Stoudemire,Earl Clark,Jared Dudley,Leandro Barbosa,Steve Nash,3,6,0,3,0,0,0,0,0,0,6,4,2,0,0,0.0,0.0,0.0,8,0,1,5,1,3,0,0,2,0,7,4,3,1,2,0.125,0.2,0.0,-1
200910280LAC,2010,LAC,PHO,25,26,Al Thornton,Baron Davis,Chris Kaman,Eric Gordon,Marcus Camby,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,1,2,0,1,0,0,0,0,0,1,3,2,1,2,0,0.0,0.0,0.0,3,0,1,2,0,1,1,1,0,2,1,1,0,1,3,0.3333333333333333,0.0,1.0,-1
200910280LAC,2010,LAC,PHO,27,32,Baron Davis,Chris Kaman,Eric Gordon,Marcus Camby,Rasual Butler,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,11,1,8,7,5,4,3,5,0,1,6,5,1,1,19,0.7272727272727273,0.7142857142857143,0.75,10,2,4,8,3,2,1,3,1,1,4,3,1,2,9,0.4,0.375,0.5,1
200910280LAC,2010,LAC,PHO,33,35,Baron Davis,Chris Kaman,Eric Gordon,Marcus Camby,Rasual Butler,Amar'e Stoudemire,Earl Clark,Jared Dudley,Leandro Barbosa,Steve Nash,6,3,2,6,2,0,0,1,1,0,6,2,4,1,4,0.3333333333333333,0.3333333333333333,0.0,5,3,4,5,4,0,0,0,0,0,2,2,0,0,8,0.8,0.8,0.0,-1
200910280LAC,2010,LAC,PHO,36,36,Chris Kaman,Eric Gordon,Marcus Camby,Rasual Butler,Sebastian Telfair,Earl Clark,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,1,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1.0,1.0,0.0,1,2,0,1,0,0,0,0,0,1,2,0,2,0,0,0.0,0.0,0.0,1
200910280LAC,2010,LAC,PHO,37,39,Al Thornton,Chris Kaman,Craig Smith,Rasual Butler,Sebastian Telfair,Earl Clark,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,7,0,3,6,3,1,0,2,1,0,4,1,3,2,6,0.42857142857142855,0.5,0.0,3,2,2,2,1,1,1,2,0,1,1,1,0,2,5,0.6666666666666666,0.5,1.0,1
200910280LAC,2010,LAC,PHO,40,40,Al Thornton,Chris Kaman,Craig Smith,Rasual Butler,Sebastian Telfair,Amar'e Stoudemire,Channing Frye,Grant Hill,Jared Dudley,Steve Nash,1,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1.0,0.0,1.0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,1
200910280LAC,2010,LAC,PHO,41,42,Al Thornton,Baron Davis,Chris Kaman,Eric Gordon,Marcus Camby,Amar'e Stoudemire,Channing Frye,Grant Hill,Jared Dudley,Steve Nash,4,1,4,4,4,0,0,1,0,0,1,1,0,1,8,1.0,1.0,0.0,1,4,1,0,0,1,1,1,0,1,1,1,0,1,3,1.0,0.0,1.0,1
200910280LAC,2010,LAC,PHO,43,45,Al Thornton,Baron Davis,Eric Gordon,Marcus Camby,Rasual Butler,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,6,0,2,6,2,0,0,2,1,0,3,1,2,0,4,0.3333333333333333,0.3333333333333333,0.0,5,2,3,4,3,1,0,0,0,1,3,2,1,0,6,0.6,0.75,0.0,-1
200910280LAC,2010,LAC,PHO,46,47,Baron Davis,Chris Kaman,Eric Gordon,Marcus Camby,Rasual Butler,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,5,0,2,2,1,3,1,1,0,1,1,0,1,0,5,0.4,0.5,0.3333333333333333,3,0,3,1,1,2,2,1,0,0,2,2,0,1,8,1.0,1.0,1.0,-1
200910300PHO,2010,PHO,GSW,0,5,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,Andris Biedrins,Anthony Randolph,Monta Ellis,Stephen Curry,Stephen Jackson,12,4,7,12,7,0,0,5,1,0,5,4,1,0,14,0.5833333333333334,0.5833333333333334,0.0,10,0,6,9,6,1,0,4,0,1,5,5,0,3,12,0.6,0.6666666666666666,0.0,1
200910300PHO,2010,PHO,GSW,6,8,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,Anthony Randolph,Monta Ellis,Ronny Turiaf,Stephen Curry,Stephen Jackson,2,4,2,2,2,0,0,1,0,2,3,1,2,2,4,1.0,1.0,0.0,7,0,3,7,3,0,0,1,0,1,3,0,3,3,6,0.42857142857142855,0.42857142857142855,0.0,-1
200910300PHO,2010,PHO,GSW,9,9,Channing Frye,Earl Clark,Grant Hill,Jared Dudley,Steve Nash,Corey Maggette,Monta Ellis,Ronny Turiaf,Stephen Curry,Stephen Jackson,2,1,2,2,2,0,0,0,0,0,0,0,0,1,4,1.0,1.0,0.0,2,0,2,2,2,0,0,1,0,0,0,0,0,0,4,1.0,1.0,0.0,-1
200910300PHO,2010,PHO,GSW,10,10,Earl Clark,Grant Hill,Jared Dudley,Lou Amundson,Steve Nash,Corey Maggette,Monta Ellis,Ronny Turiaf,Stephen Curry,Stephen Jackson,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,-1
200910300PHO,2010,PHO,GSW,11,12,Earl Clark,Goran Dragic,Grant Hill,Jared Dudley,Lou Amundson,Anthony Morrow,Corey Maggette,Monta Ellis,Ronny Turiaf,Stephen Jackson,4,2,0,4,0,0,0,0,1,0,4,2,2,2,0,0.0,0.0,0.0,3,2,0,3,0,0,0,0,1,0,5,3,2,2,0,0.0,0.0,0.0,-1
200910300PHO,2010,PHO,GSW,13,13,Earl Clark,Goran Dragic,Grant Hill,Jared Dudley,Lou Amundson,Anthony Morrow,Corey Maggette,Kelenna Azubuike,Monta Ellis,Ronny Turiaf,0,2,0,0,0,0,0,0,0,0,3,2,1,0,0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-1
200910300PHO,2010,PHO,GSW,14,16,Amar'e Stoudemire,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,Anthony Morrow,Corey Maggette,Kelenna Azubuike,Monta Ellis,Ronny Turiaf,5,2,3,3,1,2,2,2,0,0,5,2,3,3,8,0.6,0.3333333333333333,1.0,6,2,3,6,3,0,0,2,1,1,1,0,1,1,6,0.5,0.5,0.0,1
200910300PHO,2010,PHO,GSW,17,17,Amar'e Stoudemire,Jared Dudley,Leandro Barbosa,Lou Amundson,Steve Nash,Anthony Morrow,Corey Maggette,Kelenna Azubuike,Monta Ellis,Ronny Turiaf,2,2,1,1,0,1,1,1,0,0,2,1,1,0,3,0.5,0.0,1.0,2,0,1,1,1,1,0,1,0,0,1,1,0,0,2,0.5,1.0,0.0,1
200910300PHO,2010,PHO,GSW,18,18,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,Anthony Morrow,Corey Maggette,Kelenna Azubuike,Monta Ellis,Ronny Turiaf,0,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0.0,0.0,0.0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,2,1.0,1.0,0.0,-1
200910300PHO,2010,PHO,GSW,19,23,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,Andris Biedrins,Anthony Morrow,Kelenna Azubuike,Stephen Curry,Stephen Jackson,13,2,7,9,6,4,1,3,1,0,5,3,2,0,15,0.5384615384615384,0.6666666666666666,0.25,10,0,6,6,4,4,2,1,0,0,5,4,1,3,14,0.6,0.6666666666666666,0.5,1
200910300PHO,2010,PHO,GSW,24,24,Channing Frye,Grant Hill,Leandro Barbosa,Lou Amundson,Steve Nash,Andris Biedrins,Anthony Morrow,Corey Maggette,Monta Ellis,Stephen Jackson,2,1,1,2,1,0,0,1,0,0,2,2,0,1,2,0.5,0.5,0.0,2,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0.0,0.0,0.0,1
200910300PHO,2010,PHO,GSW,25,29,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,Andris Biedrins,Anthony Randolph,Monta Ellis,Stephen Curry,Stephen Jackson,8,2,2,5,1,3,1,2,0,1,7,6,1,5,5,0.25,0.2,0.3333333333333333,9,4,3,8,3,1,0,2,0,0,4,4,0,2,6,0.3333333333333333,0.375,0.0,-1
200910300PHO,2010,PHO,GSW,30,33,Amar'e Stoudemire,Channing Frye,Grant Hill,Jared Dudley,Steve Nash,Andris Biedrins,Corey Maggette,Monta Ellis,Stephen Curry,Stephen Jackson,9,5,6,6,5,3,1,3,0,0,7,3,4,1,13,0.6666666666666666,0.8333333333333334,0.3333333333333333,7,2,3,6,2,1,1,1,1,0,3,3,0,3,7,0.42857142857142855,0.3333333333333333,1.0,1
200910300PHO,2010,PHO,GSW,34,34,Amar'e Stoudemire,Grant Hill,Jared Dudley,Lou Amundson,Steve Nash,Andris Biedrins,Corey Maggette,Monta Ellis,Stephen Curry,Stephen Jackson,2,0,2,1,1,1,1,2,0,0,3,3,0,0,5,1.0,1.0,1.0,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1
200910300PHO,2010,PHO,GSW,35,35,Amar'e Stoudemire,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,Corey Maggette,Monta Ellis,Ronny Turiaf,Stephen Curry,Stephen Jackson,3,0,0,2,0,1,0,0,0,0,2,0,2,1,0,0.0,0.0,0.0,1,2,1,1,1,0,0,0,0,0,2,1,1,0,2,1.0,1.0,0.0,-1
200910300PHO,2010,PHO,GSW,36,36,Earl Clark,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,Corey Maggette,Monta Ellis,Ronny Turiaf,Stephen Curry,Stephen Jackson,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0.0,0.0,0.0,3,0,0,3,0,0,0,0,0,1,1,0,1,1,0,0.0,0.0,0.0,-1
200910300PHO,2010,PHO,GSW,37,37,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,Anthony Morrow,Anthony Randolph,Kelenna Azubuike,Ronny Turiaf,Stephen Curry,3,1,2,3,2,0,0,2,0,1,0,0,0,0,4,0.6666666666666666,0.6666666666666666,0.0,1,2,0,1,0,0,0,0,1,0,2,1,1,1,0,0.0,0.0,0.0,1
200910300PHO,2010,PHO,GSW,38,38,Amar'e Stoudemire,Channing Frye,Grant Hill,Leandro Barbosa,Steve Nash,Anthony Morrow,Anthony Randolph,Kelenna Azubuike,Mikki Moore,Stephen Curry,2,0,1,2,1,0,0,0,0,1,1,0,1,0,2,0.5,0.5,0.0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,0.0,-1
200910300PHO,2010,PHO,GSW,39,42,Channing Frye,Grant Hill,Leandro Barbosa,Lou Amundson,Steve Nash,Anthony Morrow,Anthony Randolph,Kelenna Azubuike,Mikki Moore,Stephen Curry,6,0,5,2,1,4,4,4,0,0,3,3,0,2,14,0.8333333333333334,0.5,1.0,7,0,4,5,2,2,2,1,0,0,1,1,0,1,10,0.5714285714285714,0.4,1.0,1
200910300PHO,2010,PHO,GSW,43,45,Channing Frye,Goran Dragic,Jared Dudley,Lou Amundson,Steve Nash,Anthony Morrow,Anthony Randolph,Kelenna Azubuike,Mikki Moore,Stephen Curry,5,2,2,2,1,3,1,2,0,1,4,4,0,1,5,0.4,0.5,0.3333333333333333,5,4,1,4,1,1,0,0,1,0,5,4,1,0,2,0.2,0.25,0.0,1
200910300PHO,2010,PHO,GSW,46,46,Alando Tucker,Earl Clark,Goran Dragic,Jared Dudley,Lou Amundson,Anthony Morrow,Anthony Randolph,C.J. Watson,Kelenna Azubuike,Stephen Curry,2,0,1,2,1,0,0,1,0,0,1,1,0,1,2,0.5,0.5,0.0,3,4,1,2,0,1,1,1,1,0,2,1,1,0,3,0.3333333333333333,0.0,1.0,-1
200911010PHO,2010,PHO,MIN,0,3,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,Steve Nash,Al Jefferson,Corey Brewer,Jonny Flynn,Oleksiy Pecherov,Ryan Gomes,9,2,4,7,3,2,1,3,0,1,3,3,0,0,9,0.4444444444444444,0.42857142857142855,0.5,9,0,5,9,5,0,0,4,0,1,6,5,1,0,10,0.5555555555555556,0.5555555555555556,0.0,-1
200911010PHO,2010,PHO,MIN,4,7,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,Steve Nash,Al Jefferson,Corey Brewer,Oleksiy Pecherov,Ramon Sessions,Ryan Gomes,8,2,3,5,2,3,1,0,1,0,4,3,1,1,7,0.375,0.4,0.3333333333333333,9,3,5,9,5,0,0,1,2,1,7,4,3,1,10,0.5555555555555556,0.5555555555555556,0.0,-1
200911010PHO,2010,PHO,MIN,8,10,Channing Frye,Earl Clark,Jared Dudley,Jason Richardson,Steve Nash,Corey Brewer,Damien Wilkins,Ramon Sessions,Ryan Gomes,Ryan Hollins,6,0,4,2,1,4,3,4,0,0,2,2,0,1,11,0.6666666666666666,0.5,0.75,6,0,4,6,4,0,0,2,0,1,2,2,0,1,8,0.6666666666666666,0.6666666666666666,0.0,1
200911010PHO,2010,PHO,MIN,11,12,Channing Frye,Earl Clark,Jared Dudley,Jason Richardson,Steve Nash,Brian Cardinal,Corey Brewer,Damien Wilkins,Oleksiy Pecherov,Ramon Sessions,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,1.0,1.0,0.0,4,2,2,2,1,2,1,2,0,0,2,0,2,1,5,0.5,0.5,0.5,-1
200911010PHO,2010,PHO,MIN,13,15,Amar'e Stoudemire,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,Al Jefferson,Brian Cardinal,Ramon Sessions,Sasha Pavlovic,Wayne Ellington,4,4,2,2,1,2,1,1,0,0,4,1,3,1,5,0.5,0.5,0.5,5,3,3,5,3,0,0,3,0,0,2,1,1,0,6,0.6,0.6,0.0,-1
200911010PHO,2010,PHO,MIN,16,17,Amar'e Stoudemire,Goran Dragic,Grant Hill,Leandro Barbosa,Lou Amundson,Al Jefferson,Jonny Flynn,Ryan Gomes,Sasha Pavlovic,Wayne Ellington,4,1,2,4,2,0,0,0,0,0,3,2,1,2,4,0.5,0.5,0.0,7,0,3,6,3,1,0,2,0,0,3,1,2,0,6,0.42857142857142855,0.5,0.0,-1
200911010PHO,2010,PHO,MIN,18,20,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,Steve Nash,Al Jefferson,Corey Brewer,Jonny Flynn,Ryan Gomes,Wayne Ellington,9,3,4,8,4,1,0,2,0,1,5,3,2,1,8,0.4444444444444444,0.5,0.0,8,1,3,7,2,1,1,1,1,1,5,3,2,2,7,0.375,0.2857142857142857,1.0,1
200911010PHO,2010,PHO,MIN,21,22,Channing Frye,Grant Hill,Jason Richardson,Lou Amundson,Steve Nash,Al Jefferson,Corey Brewer,Ramon Sessions,Ryan Gomes,Wayne Ellington,2,2,2,2,2,0,0,1,0,0,3,3,0,0,4,1.0,1.0,0.0,4,0,1,4,1,0,0,1,0,0,1,1,0,0,2,0.25,0.25,0.0,1
200911010PHO,2010,PHO,MIN,23,23,Channing Frye,Grant Hill,Jason Richardson,Lou Amundson,Steve Nash,Al Jefferson,Damien Wilkins,Ramon Sessions,Ryan Gomes,Wayne Ellington,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,4,0,0,4,0,0,0,0,1,0,3,0,3,0,0,0.0,0.0,0.0,-1
200911010PHO,2010,PHO,MIN,24,24,Channing Frye,Grant Hill,Jason Richardson,Lou Amundson,Steve Nash,Damien Wilkins,Ramon Sessions,Ryan Gomes,Ryan Hollins,Wayne Ellington,1,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1.0,1.0,0.0,2,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,1
200911010PHO,2010,PHO,MIN,25,31,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,Steve Nash,Al Jefferson,Corey Brewer,Jonny Flynn,Oleksiy Pecherov,Ryan Gomes,12,0,7,8,4,4,3,3,0,0,5,3,2,3,17,0.5833333333333334,0.5,0.75,13,6,6,11,5,2,1,3,1,2,6,3,3,1,13,0.46153846153846156,0.45454545454545453,0.5,1
200911010PHO,2010,PHO,MIN,32,32,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,Steve Nash,Brian Cardinal,Corey Brewer,Jonny Flynn,Ryan Gomes,Ryan Hollins,1,0,0,1,0,0,0,0,0,2,2,2,0,1,0,0.0,0.0,0.0,1,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,-1
200911010PHO,2010,PHO,MIN,33,33,Amar'e Stoudemire,Channing Frye,Jared Dudley,Leandro Barbosa,Steve Nash,Brian Cardinal,Corey Brewer,Jonny Flynn,Ryan Gomes,Ryan Hollins,2,0,2,0,0,2,2,2,0,0,0,0,0,0,6,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,1
200911010PHO,2010,PHO,MIN,34,34,Amar'e Stoudemire,Channing Frye,Jared Dudley,Leandro Barbosa,Steve Nash,Brian Cardinal,Damien Wilkins,Ramon Sessions,Ryan Hollins,Wayne Ellington,1,0,1,0,0,1,1,0,0,1,1,1,0,0,3,1.0,0.0,1.0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1
200911010PHO,2010,PHO,MIN,35,35,Channing Frye,Jared Dudley,Leandro Barbosa,Lou Amundson,Steve Nash,Brian Cardinal,Damien Wilkins,Ramon Sessions,Ryan Hollins,Wayne Ellington,1,4,0,0,0,1,0,0,0,2,4,1,3,1,0,0.0,0.0,0.0,2,0,1,2,1,0,0,0,0,0,1,1,0,1,2,0.5,0.5,0.0,-1
200911010PHO,2010,PHO,MIN,36,36,Channing Frye,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,Brian Cardinal,Damien Wilkins,Ramon Sessions,Ryan Hollins,Wayne Ellington,1,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0.0,0.0,0.0,1,2,0,0,0,1,0,0,0,0,2,1,1,0,0,0.0,0.0,0.0,-1
200911010PHO,2010,PHO,MIN,37,38,Amar'e Stoudemire,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,Al Jefferson,Corey Brewer,Oleksiy Pecherov,Ramon Sessions,Wayne Ellington,4,3,1,4,1,0,0,1,0,0,4,1,3,1,2,0.25,0.25,0.0,3,0,2,3,2,0,0,0,0,0,0,0,0,0,4,0.6666666666666666,0.6666666666666666,0.0,-1
200911010PHO,2010,PHO,MIN,39,39,Amar'e Stoudemire,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,Al Jefferson,Corey Brewer,Ramon Sessions,Ryan Gomes,Wayne Ellington,3,1,2,3,2,0,0,2,0,0,1,0,1,0,4,0.6666666666666666,0.6666666666666666,0.0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,3,1.0,0.0,1.0,1
200911010PHO,2010,PHO,MIN,40,40,Amar'e Stoudemire,Goran Dragic,Jared Dudley,Leandro Barbosa,Lou Amundson,Al Jefferson,Jonny Flynn,Ramon Sessions,Ryan Gomes,Wayne Ellington,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.0,0.0,0.0,2,0,1,2,1,0,0,1,0,0,1,1,0,0,2,0.5,0.5,0.0,-1
200911010PHO,2010,PHO,MIN,41,41,Amar'e Stoudemire,Grant Hill,Jason Richardson,Lou Amundson,Steve Nash,Al Jefferson,Jonny Flynn,Ramon Sessions,Ryan Gomes,Wayne Ellington,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,4,0,1,4,1,0,0,0,0,0,3,1,2,0,2,0.25,0.25,0.0,-1
200911010PHO,2010,PHO,MIN,42,42,Amar'e Stoudemire,Grant Hill,Jason Richardson,Lou Amundson,Steve Nash,Al Jefferson,Corey Brewer,Ramon Sessions,Ryan Gomes,Wayne Ellington,3,0,1,2,1,1,0,0,0,0,1,0,1,0,2,0.3333333333333333,0.5,0.0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,2,1.0,1.0,0.0,-1
200911010PHO,2010,PHO,MIN,43,43,Amar'e Stoudemire,Grant Hill,Jason Richardson,Lou Amundson,Steve Nash,Corey Brewer,Ramon Sessions,Ryan Gomes,Ryan Hollins,Wayne Ellington,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0.0,0.0,0.0,3,0,2,2,2,1,0,1,0,1,0,0,0,0,4,0.6666666666666666,1.0,0.0,-1
200911010PHO,2010,PHO,MIN,44,46,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,Steve Nash,Corey Brewer,Ramon Sessions,Ryan Gomes,Ryan Hollins,Wayne Ellington,6,0,3,3,1,3,2,3,0,0,1,1,0,1,8,0.5,0.3333333333333333,0.6666666666666666,3,2,2,3,2,0,0,1,0,0,4,3,1,2,4,0.6666666666666666,0.6666666666666666,0.0,1
200911010PHO,2010,PHO,MIN,47,47,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,Steve Nash,Al Jefferson,Corey Brewer,Ramon Sessions,Ryan Gomes,Wayne Ellington,1,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0.0,0.0,0.0,4,0,2,2,1,2,1,1,0,0,2,1,1,0,5,0.5,0.5,0.5,-1
200911030MIA,2010,MIA,PHO,0,6,Dwyane Wade,Jermaine O'Neal,Mario Chalmers,Michael Beasley,Quentin Richardson,Amar'e Stoudemire,Channing Frye,Grant Hill,Jason Richardson,Steve Nash,10,2,3,8,2,2,1,0,0,1,3,3,0,1,7,0.3,0.25,0.5,10,4,6,7,6,3,0,3,0,1,10,8,2,3,12,0.6,0.8571428571428571,0.0,-1
