season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,removed_player
2007,LAC,SAC,9,Chris Kaman,Cuttino Mobley,Elton Brand,Jason Hart,?,Brad Miller,Kevin Martin,Metta World Peace,Mike Bibby,Shareef Abdur-Rahim,Tim Thomas
2007,LAC,SAC,22,Corey Maggette,Cuttino Mobley,Elton Brand,Jason Hart,?,Francisco Garcia,John Salmons,Justin Williams,Kevin Martin,Quincy Douby,Quinton Ross
2007,LAC,SAC,25,Chris Kaman,Corey Maggette,Cuttino Mobley,Elton Brand,?,Brad Miller,Kevin Martin,Metta World Peace,Mike Bibby,Shareef Abdur-Rahim,Jason Hart
2007,LAC,SAC,30,Chris Kaman,Corey Maggette,Cuttino Mobley,Elton Brand,?,Brad Miller,John Salmons,Kevin Martin,Mike Bibby,Shareef Abdur-Rahim,Jason Hart
2007,LAC,SAC,34,Corey Maggette,Cuttino Mobley,Elton Brand,Jason Hart,?,Brad Miller,John Salmons,Kevin Martin,Metta World Peace,Quincy Douby,Tim Thomas
2007,LAC,SAC,46,Corey Maggette,Elton Brand,Quinton Ross,Sam Cassell,?,Francisco Garcia,John Salmons,Justin Williams,Metta World Peace,Quincy Douby,Tim Thomas
2007,SAC,NOP,0,Brad Miller,Kevin Martin,Metta World Peace,Mike Bibby,?,Chris Paul,David West,Devin Brown,Marc Jackson,Rasual Butler,Shareef Abdur-Rahim
2007,SAC,NOP,13,Francisco Garcia,John Salmons,Justin Williams,Metta World Peace,?,Bobby Jackson,Cedric Simmons,Hilton Armstrong,Jannero Pargo,Marcus Vinicius,Quincy Douby
2007,SAC,NOP,19,Francisco Garcia,John Salmons,Justin Williams,Quincy Douby,?,Chris Paul,David West,Devin Brown,Marc Jackson,Marcus Vinicius,Shareef Abdur-Rahim
2007,DAL,SAS,0,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry,?,Bruce Bowen,Fabricio Oberto,Manu Ginobili,Tim Duncan,Tony Parker,Josh Howard
2007,DAL,SAS,8,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Greg Buckner,?,Bruce Bowen,Michael Finley,Robert Horry,Tim Duncan,Tony Parker,Josh Howard
2007,DAL,SAS,10,Anthony Johnson,Austin Croshere,Erick Dampier,Jerry Stackhouse,?,Beno Udrih,Bruce Bowen,Michael Finley,Robert Horry,Tim Duncan,Josh Howard
2007,DAL,SAS,11,Anthony Johnson,Austin Croshere,Devin Harris,Erick Dampier,?,Beno Udrih,Francisco Elson,Manu Ginobili,Michael Finley,Robert Horry,Jerry Stackhouse
2007,DAL,SAS,15,Anthony Johnson,Austin Croshere,DeSagana Diop,Jason Terry,?,Francisco Elson,Manu Ginobili,Michael Finley,Robert Horry,Tony Parker,Jerry Stackhouse
2007,DAL,SAS,20,Devin Harris,Dirk Nowitzki,Erick Dampier,Greg Buckner,?,Bruce Bowen,Francisco Elson,Michael Finley,Tim Duncan,Tony Parker,Josh Howard
2007,DAL,SAS,22,Devin Harris,Dirk Nowitzki,Erick Dampier,Greg Buckner,?,Bruce Bowen,Fabricio Oberto,Manu Ginobili,Tim Duncan,Tony Parker,Josh Howard
2007,DAL,SAS,23,Anthony Johnson,Austin Croshere,Erick Dampier,Jason Terry,?,Bruce Bowen,Fabricio Oberto,Manu Ginobili,Tim Duncan,Tony Parker,Jerry Stackhouse
2007,DAL,SAS,24,Anthony Johnson,Austin Croshere,Erick Dampier,Jason Terry,?,Bruce Bowen,Fabricio Oberto,Francisco Elson,Manu Ginobili,Tony Parker,Jerry Stackhouse
2007,DAL,SAS,33,Anthony Johnson,Austin Croshere,Erick Dampier,Jerry Stackhouse,?,Beno Udrih,Bruce Bowen,Francisco Elson,Michael Finley,Tim Duncan,Josh Howard
2007,DAL,SAS,41,DeSagana Diop,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,?,Bruce Bowen,Michael Finley,Robert Horry,Tim Duncan,Tony Parker,Josh Howard
2007,DAL,SAS,45,DeSagana Diop,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,?,Bruce Bowen,Francisco Elson,Manu Ginobili,Tim Duncan,Tony Parker,Josh Howard
2007,HOU,DAL,0,Chuck Hayes,Rafer Alston,Shane Battier,Tracy McGrady,?,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry,Josh Howard,Yao Ming
2007,HOU,DAL,9,Dikembe Mutombo,Kirk Snyder,Rafer Alston,Shane Battier,?,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Jerry Stackhouse,Josh Howard,Tracy McGrady
2007,HOU,DAL,11,Dikembe Mutombo,Kirk Snyder,Rafer Alston,Shane Battier,?,Anthony Johnson,Austin Croshere,Erick Dampier,Jerry Stackhouse,Josh Howard,Tracy McGrady
2007,HOU,DAL,12,Bonzi Wells,Dikembe Mutombo,Kirk Snyder,Rafer Alston,?,Anthony Johnson,Austin Croshere,Erick Dampier,Jason Terry,Jerry Stackhouse,Steve Novak
2007,HOU,DAL,19,Bonzi Wells,Luther Head,Rafer Alston,Shane Battier,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Greg Buckner,Josh Howard,Yao Ming
2007,HOU,DAL,25,Chuck Hayes,Rafer Alston,Shane Battier,Tracy McGrady,?,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry,Josh Howard,Yao Ming
2007,HOU,DAL,30,Kirk Snyder,Rafer Alston,Shane Battier,Tracy McGrady,?,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Josh Howard,Yao Ming
2007,HOU,DAL,34,Bonzi Wells,Juwan Howard,Kirk Snyder,Rafer Alston,?,Anthony Johnson,Austin Croshere,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Shane Battier
2007,HOU,DAL,36,Bonzi Wells,Kirk Snyder,Rafer Alston,Steve Novak,?,Anthony Johnson,Austin Croshere,Erick Dampier,Jason Terry,Jerry Stackhouse,Yao Ming
2007,HOU,DAL,37,Kirk Snyder,Luther Head,Rafer Alston,Steve Novak,?,Anthony Johnson,Austin Croshere,Erick Dampier,Jerry Stackhouse,Josh Howard,Yao Ming
2007,HOU,DAL,40,Chuck Hayes,Kirk Snyder,Luther Head,Rafer Alston,?,Devin Harris,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Josh Howard,Yao Ming
2007,HOU,DAL,42,Kirk Snyder,Luther Head,Rafer Alston,Shane Battier,?,Austin Croshere,Devin Harris,Dirk Nowitzki,Greg Buckner,Maurice Ager,Yao Ming
2007,HOU,DAL,46,Dikembe Mutombo,Kirk Snyder,Luther Head,Steve Novak,?,Devin Harris,Erick Dampier,Greg Buckner,J.J. Barea,Maurice Ager,Vassilis Spanoulis
2007,LAC,DAL,9,Corey Maggette,Elton Brand,Quinton Ross,Shaun Livingston,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Tim Thomas
2007,LAC,DAL,14,Chris Kaman,Corey Maggette,Sam Cassell,Shaun Livingston,?,Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry,Tim Thomas
2007,LAC,DAL,17,Corey Maggette,Cuttino Mobley,Sam Cassell,Shaun Livingston,?,Anthony Johnson,Austin Croshere,DeSagana Diop,Greg Buckner,Jerry Stackhouse,Tim Thomas
2007,LAC,DAL,18,Corey Maggette,Cuttino Mobley,Elton Brand,Sam Cassell,?,Anthony Johnson,Austin Croshere,DeSagana Diop,Greg Buckner,Jerry Stackhouse,Shaun Livingston
2007,LAC,DAL,22,Corey Maggette,Cuttino Mobley,Elton Brand,Sam Cassell,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Greg Buckner,Jason Terry,Shaun Livingston
2007,LAC,DAL,25,Cuttino Mobley,Elton Brand,Quinton Ross,Sam Cassell,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Shaun Livingston
2007,LAC,DAL,30,Cuttino Mobley,Elton Brand,Quinton Ross,Sam Cassell,?,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Shaun Livingston
2007,LAC,DAL,37,Chris Kaman,Corey Maggette,Cuttino Mobley,James Singleton,?,Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry,Shaun Livingston
2007,LAC,DAL,38,Chris Kaman,Corey Maggette,James Singleton,Sam Cassell,?,Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry,Shaun Livingston
2007,LAC,DAL,41,Corey Maggette,Cuttino Mobley,Quinton Ross,Sam Cassell,?,Devin Harris,Dirk Nowitzki,Greg Buckner,Jason Terry,Jerry Stackhouse,Tim Thomas
2007,LAC,DAL,45,Corey Maggette,Cuttino Mobley,Elton Brand,Quinton Ross,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Sam Cassell
2007,POR,DAL,11,Jamaal Magloire,Jarrett Jack,Juan Dixon,Travis Outlaw,?,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Greg Buckner,Jason Terry,Zach Randolph
2007,POR,DAL,13,Dan Dickau,Jamaal Magloire,Juan Dixon,LaMarcus Aldridge,?,Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry,Travis Outlaw
2007,POR,DAL,15,Dan Dickau,Juan Dixon,LaMarcus Aldridge,Stephen Graham,?,Anthony Johnson,DeSagana Diop,Devean George,Greg Buckner,Jason Terry,Travis Outlaw
2007,POR,DAL,18,Dan Dickau,Juan Dixon,Stephen Graham,Travis Outlaw,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Zach Randolph
2007,POR,DAL,20,Jarrett Jack,Juan Dixon,Martell Webster,Travis Outlaw,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Zach Randolph
2007,POR,DAL,23,Ime Udoka,Jarrett Jack,Juan Dixon,Travis Outlaw,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Greg Buckner,Jerry Stackhouse,Zach Randolph
2007,POR,DAL,24,Ime Udoka,Jarrett Jack,Stephen Graham,Travis Outlaw,?,Devean George,Devin Harris,Dirk Nowitzki,Erick Dampier,Greg Buckner,Zach Randolph
2007,POR,DAL,29,Ime Udoka,Jamaal Magloire,Jarrett Jack,Martell Webster,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Zach Randolph
2007,POR,DAL,32,Ime Udoka,Jarrett Jack,Juan Dixon,Travis Outlaw,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Greg Buckner,Jason Terry,Zach Randolph
2007,POR,DAL,37,Dan Dickau,Juan Dixon,LaMarcus Aldridge,Stephen Graham,?,Anthony Johnson,DeSagana Diop,Devean George,Greg Buckner,Jerry Stackhouse,Travis Outlaw
2007,POR,DAL,40,Jarrett Jack,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,?,Anthony Johnson,DeSagana Diop,Devean George,Greg Buckner,Jerry Stackhouse,Zach Randolph
2007,POR,DAL,41,Jarrett Jack,Juan Dixon,LaMarcus Aldridge,Travis Outlaw,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Zach Randolph
2007,POR,DAL,44,Ime Udoka,Jarrett Jack,Juan Dixon,LaMarcus Aldridge,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Greg Buckner,Jason Terry,Zach Randolph
2007,DAL,CHI,0,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Luol Deng,Jerry Stackhouse
2007,DAL,CHI,11,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Greg Buckner,?,Andres Nocioni,Ben Gordon,Kirk Hinrich,P.J. Brown,Thabo Sefolosha,Maurice Ager
2007,DAL,CHI,12,Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,?,Ben Gordon,Kirk Hinrich,Luol Deng,P.J. Brown,Thabo Sefolosha,Jason Terry
2007,DAL,CHI,18,Devean George,Devin Harris,Erick Dampier,Jason Terry,?,Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Jerry Stackhouse
2007,DAL,CHI,19,Devin Harris,Dirk Nowitzki,Erick Dampier,Greg Buckner,?,Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,Luol Deng,Jerry Stackhouse
2007,DAL,CHI,21,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Greg Buckner,?,Ben Gordon,Ben Wallace,Kirk Hinrich,P.J. Brown,Tyrus Thomas,Jerry Stackhouse
2007,DAL,CHI,23,Anthony Johnson,Devean George,Dirk Nowitzki,Greg Buckner,?,Ben Gordon,Ben Wallace,Kirk Hinrich,P.J. Brown,Tyrus Thomas,Jason Terry
2007,DAL,CHI,25,Anthony Johnson,Devean George,Dirk Nowitzki,Greg Buckner,?,Andres Nocioni,Ben Wallace,Chris Duhon,Kirk Hinrich,Luol Deng,Jason Terry
2007,DAL,CHI,36,DeSagana Diop,Devean George,Devin Harris,Greg Buckner,?,Ben Gordon,Chris Duhon,Luol Deng,Malik Allen,P.J. Brown,Jerry Stackhouse
2007,DAL,CHI,37,DeSagana Diop,Devean George,Devin Harris,Greg Buckner,?,Andres Nocioni,Ben Gordon,Chris Duhon,Luol Deng,P.J. Brown,Jerry Stackhouse
2007,DAL,CHI,39,DeSagana Diop,Devin Harris,Dirk Nowitzki,Greg Buckner,?,Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,P.J. Brown,Jason Terry
2007,DAL,CHI,40,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Greg Buckner,?,Andres Nocioni,Ben Gordon,Ben Wallace,Kirk Hinrich,P.J. Brown,Jason Terry
2007,SAS,DAL,11,Brent Barry,Francisco Elson,Michael Finley,Robert Horry,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jerry Stackhouse,Josh Howard,Tony Parker
2007,SAS,DAL,15,Brent Barry,Francisco Elson,Jacque Vaughn,Manu Ginobili,?,Anthony Johnson,Austin Croshere,DeSagana Diop,Greg Buckner,Jason Terry,Tim Duncan
2007,SAS,DAL,17,Brent Barry,Francisco Elson,Jacque Vaughn,Manu Ginobili,?,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Tim Duncan
2007,SAS,DAL,22,Bruce Bowen,Fabricio Oberto,Manu Ginobili,Tim Duncan,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Josh Howard,Tony Parker
2007,SAS,DAL,31,Brent Barry,Bruce Bowen,Fabricio Oberto,Tim Duncan,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Tony Parker
2007,SAS,DAL,33,Brent Barry,Bruce Bowen,Robert Horry,Tim Duncan,?,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Josh Howard,Tony Parker
2007,SAS,DAL,44,Brent Barry,Bruce Bowen,Fabricio Oberto,Tim Duncan,?,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Tony Parker
2007,DAL,NOP,0,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Bobby Jackson,Chris Paul,Desmond Mason,Marc Jackson,Tyson Chandler,Josh Howard
2007,DAL,NOP,10,Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,?,Cedric Simmons,Jannero Pargo,Linton Johnson,Rasual Butler,Tyson Chandler,Jason Terry
2007,DAL,NOP,14,Austin Croshere,DeSagana Diop,Devin Harris,Greg Buckner,?,Cedric Simmons,Chris Paul,Jannero Pargo,Linton Johnson,Rasual Butler,Jerry Stackhouse
2007,DAL,NOP,20,Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Jason Terry,?,Bobby Jackson,Chris Paul,Desmond Mason,Jannero Pargo,Tyson Chandler,Josh Howard
2007,DAL,NOP,24,Anthony Johnson,Austin Croshere,Dirk Nowitzki,Jason Terry,?,Chris Paul,Desmond Mason,Jannero Pargo,Marc Jackson,Tyson Chandler,Jerry Stackhouse
2007,DAL,NOP,25,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Bobby Jackson,Chris Paul,Desmond Mason,Marc Jackson,Tyson Chandler,Josh Howard
2007,DAL,NOP,43,Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Greg Buckner,?,Brandon Bass,Hilton Armstrong,Jannero Pargo,Marcus Vinicius,Rasual Butler,Josh Howard
2007,DAL,MIN,0,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Kevin Garnett,Mark Blount,Mike James,Ricky Davis,Trenton Hassell,Josh Howard
2007,DAL,MIN,6,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jerry Stackhouse,?,Kevin Garnett,Mark Blount,Mike James,Ricky Davis,Trenton Hassell,Josh Howard
2007,DAL,MIN,9,Anthony Johnson,DeSagana Diop,Dirk Nowitzki,Jerry Stackhouse,?,Kevin Garnett,Mark Blount,Mike James,Ricky Davis,Trenton Hassell,Josh Howard
2007,DAL,MIN,13,Anthony Johnson,Austin Croshere,DeSagana Diop,Greg Buckner,?,Craig Smith,Mark Blount,Marko Jaric,Randy Foye,Ricky Davis,Jason Terry
2007,DAL,MIN,16,Austin Croshere,DeSagana Diop,Devin Harris,Greg Buckner,?,Craig Smith,Mark Blount,Marko Jaric,Randy Foye,Troy Hudson,Jason Terry
2007,DAL,MIN,19,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Kevin Garnett,Mark Blount,Marko Jaric,Randy Foye,Troy Hudson,Josh Howard
2007,DAL,MIN,21,Devin Harris,Dirk Nowitzki,Erick Dampier,Jerry Stackhouse,?,Kevin Garnett,Mark Blount,Marko Jaric,Randy Foye,Troy Hudson,Josh Howard
2007,DAL,MIN,23,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Jerry Stackhouse,?,Craig Smith,Kevin Garnett,Mike James,Ricky Davis,Trenton Hassell,Josh Howard
2007,DAL,MIN,25,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Kevin Garnett,Mark Blount,Mike James,Ricky Davis,Trenton Hassell,Josh Howard
2007,DAL,MIN,38,Anthony Johnson,Austin Croshere,DeSagana Diop,Jason Terry,?,Craig Smith,Kevin Garnett,Marko Jaric,Randy Foye,Troy Hudson,Jerry Stackhouse
2007,DAL,TOR,0,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Anthony Parker,Chris Bosh,Fred Jones,Jorge Garbajosa,T.J. Ford,Josh Howard
2007,DAL,TOR,5,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Andrea Bargnani,Anthony Parker,Chris Bosh,Fred Jones,T.J. Ford,Josh Howard
2007,DAL,TOR,8,Devin Harris,Dirk Nowitzki,Erick Dampier,Jerry Stackhouse,?,Andrea Bargnani,Chris Bosh,Fred Jones,Joey Graham,T.J. Ford,Josh Howard
2007,DAL,TOR,13,Anthony Johnson,Austin Croshere,Erick Dampier,Jason Terry,?,Andrea Bargnani,Joey Graham,Jorge Garbajosa,Jose Calderon,Rasho Nesterovic,Jerry Stackhouse
2007,DAL,TOR,15,Austin Croshere,Devin Harris,Erick Dampier,Jason Terry,?,Andrea Bargnani,Joey Graham,Jorge Garbajosa,Jose Calderon,Rasho Nesterovic,Jerry Stackhouse
2007,DAL,TOR,17,Austin Croshere,Devin Harris,Erick Dampier,Jason Terry,?,Andrea Bargnani,Chris Bosh,Jorge Garbajosa,Jose Calderon,T.J. Ford,Jerry Stackhouse
2007,DAL,TOR,18,Devean George,Devin Harris,Erick Dampier,Jason Terry,?,Andrea Bargnani,Chris Bosh,Jorge Garbajosa,Jose Calderon,T.J. Ford,Josh Howard
2007,DAL,TOR,28,Austin Croshere,Devin Harris,Erick Dampier,Jason Terry,?,Anthony Parker,Chris Bosh,Joey Graham,Jorge Garbajosa,T.J. Ford,Josh Howard
2007,DAL,TOR,31,Devin Harris,Erick Dampier,Jason Terry,Jerry Stackhouse,?,Andrea Bargnani,Chris Bosh,Joey Graham,Jose Calderon,T.J. Ford,Josh Howard
2007,DAL,TOR,34,Anthony Johnson,DeSagana Diop,Greg Buckner,Jason Terry,?,Anthony Parker,Chris Bosh,Darrick Martin,Jorge Garbajosa,Jose Calderon,Jerry Stackhouse
2007,DAL,TOR,38,Anthony Johnson,DeSagana Diop,Greg Buckner,Jerry Stackhouse,?,Andrea Bargnani,Joey Graham,Jorge Garbajosa,Jose Calderon,T.J. Ford,Josh Howard
2007,DAL,TOR,40,Anthony Johnson,DeSagana Diop,Greg Buckner,Jerry Stackhouse,?,Andrea Bargnani,Darrick Martin,Joey Graham,Jorge Garbajosa,T.J. Ford,Josh Howard
2007,DAL,DET,13,Anthony Johnson,DeSagana Diop,Devean George,Jason Terry,?,Antonio McDyess,Carlos Delfino,Dale Davis,Richard Hamilton,Ronald Murray,Jerry Stackhouse
2007,DAL,DET,15,Anthony Johnson,DeSagana Diop,Devean George,Jason Terry,?,Antonio McDyess,Carlos Delfino,Nazr Mohammed,Richard Hamilton,Ronald Murray,Jerry Stackhouse
2007,DAL,DET,19,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Antonio McDyess,Carlos Delfino,Chauncey Billups,Nazr Mohammed,Ronald Murray,Josh Howard
2007,DAL,DET,23,Devin Harris,Dirk Nowitzki,Erick Dampier,Jerry Stackhouse,?,Carlos Delfino,Chauncey Billups,Dale Davis,Richard Hamilton,Tayshaun Prince,Josh Howard
2007,DAL,DET,24,Anthony Johnson,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,?,Chauncey Billups,Nazr Mohammed,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,Josh Howard
2007,DAL,DET,37,Devean George,Devin Harris,Erick Dampier,Jason Terry,?,Antonio McDyess,Carlos Delfino,Richard Hamilton,Ronald Murray,Tayshaun Prince,Josh Howard
2007,DAL,DET,45,Austin Croshere,Devin Harris,Dirk Nowitzki,Greg Buckner,?,Antonio McDyess,Chauncey Billups,Rasheed Wallace,Richard Hamilton,Tayshaun Prince,Jason Terry
2007,DAL,PHI,0,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Andre Iguodala,Kevin Ollie,Kyle Korver,Samuel Dalembert,Willie Green,Josh Howard
2007,DAL,PHI,7,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Andre Iguodala,Kevin Ollie,Kyle Korver,Rodney Carney,Samuel Dalembert,Josh Howard
2007,DAL,PHI,11,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry,?,Andre Iguodala,Bobby Jones,Kevin Ollie,Kyle Korver,Samuel Dalembert,Josh Howard
2007,DAL,PHI,12,DeSagana Diop,Dirk Nowitzki,Greg Buckner,Jason Terry,?,Andre Iguodala,Bobby Jones,Kyle Korver,Lou Williams,Steven Hunter,Josh Howard
2007,DAL,PHI,17,DeSagana Diop,Devean George,Devin Harris,Greg Buckner,?,Alan Henderson,Bobby Jones,Kyle Korver,Lou Williams,Steven Hunter,Josh Howard
2007,DAL,PHI,18,Devean George,Devin Harris,Erick Dampier,Greg Buckner,?,Andre Iguodala,Bobby Jones,Lou Williams,Rodney Carney,Samuel Dalembert,Josh Howard
2007,DAL,PHI,23,Dirk Nowitzki,Erick Dampier,J.J. Barea,Josh Howard,?,Andre Iguodala,Bobby Jones,Kyle Korver,Lou Williams,Samuel Dalembert,Maurice Ager
2007,DAL,PHI,34,DeSagana Diop,Devin Harris,Dirk Nowitzki,Greg Buckner,?,Andre Iguodala,Kevin Ollie,Kyle Korver,Samuel Dalembert,Willie Green,Jason Terry
2007,DAL,PHI,35,Devean George,Devin Harris,Dirk Nowitzki,Greg Buckner,?,Andre Iguodala,Bobby Jones,Kevin Ollie,Kyle Korver,Willie Green,Jason Terry
2007,DAL,PHI,42,Devean George,Erick Dampier,Greg Buckner,Jason Terry,?,Andre Iguodala,Kevin Ollie,Kyle Korver,Samuel Dalembert,Willie Green,Josh Howard
2007,DAL,PHI,45,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Andre Iguodala,Kevin Ollie,Kyle Korver,Samuel Dalembert,Willie Green,Josh Howard
2007,DAL,LAC,0,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Chris Kaman,Cuttino Mobley,Elton Brand,Quinton Ross,Shaun Livingston,Josh Howard
2007,DAL,LAC,10,DeSagana Diop,Devean George,Greg Buckner,Jason Terry,?,Cuttino Mobley,Elton Brand,Sam Cassell,Shaun Livingston,Tim Thomas,Josh Howard
2007,DAL,LAC,13,Anthony Johnson,DeSagana Diop,Devean George,Dirk Nowitzki,?,Corey Maggette,Cuttino Mobley,Elton Brand,Sam Cassell,Tim Thomas,Greg Buckner
2007,DAL,LAC,15,Anthony Johnson,DeSagana Diop,Devean George,Dirk Nowitzki,?,Chris Kaman,Corey Maggette,Cuttino Mobley,Sam Cassell,Tim Thomas,Greg Buckner
2007,DAL,LAC,18,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Chris Kaman,Corey Maggette,James Singleton,Sam Cassell,Shaun Livingston,Josh Howard
2007,DAL,LAC,19,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Chris Kaman,Corey Maggette,Elton Brand,Sam Cassell,Shaun Livingston,Josh Howard
2007,DAL,LAC,20,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Chris Kaman,Corey Maggette,Cuttino Mobley,Elton Brand,Shaun Livingston,Josh Howard
2007,DAL,LAC,22,Devean George,Erick Dampier,Greg Buckner,Jason Terry,?,Chris Kaman,Corey Maggette,Cuttino Mobley,Elton Brand,Shaun Livingston,Josh Howard
2007,DAL,LAC,25,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Chris Kaman,Cuttino Mobley,Elton Brand,Quinton Ross,Shaun Livingston,Josh Howard
2007,DAL,LAC,31,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Chris Kaman,Corey Maggette,Cuttino Mobley,Elton Brand,Shaun Livingston,Josh Howard
2007,DAL,LAC,35,Anthony Johnson,DeSagana Diop,Devean George,Jason Terry,?,Chris Kaman,Corey Maggette,Daniel Ewing,James Singleton,Tim Thomas,Josh Howard
2007,DAL,LAC,43,Anthony Johnson,Austin Croshere,Didier Ilunga-Mbenga,Greg Buckner,?,Corey Maggette,Daniel Ewing,James Singleton,Paul Davis,Tim Thomas,J.J. Barea
2007,DAL,CHA,6,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Emeka Okafor,Gerald Wallace,Jake Voskuhl,Matt Carroll,Raymond Felton,Josh Howard
2007,DAL,CHA,13,Austin Croshere,Devean George,Devin Harris,Erick Dampier,?,Adam Morrison,Derek Anderson,Gerald Wallace,Melvin Ely,Primoz Brezec,Greg Buckner
2007,DAL,CHA,15,Austin Croshere,Devean George,Devin Harris,Erick Dampier,?,Adam Morrison,Derek Anderson,Matt Carroll,Melvin Ely,Primoz Brezec,Greg Buckner
2007,DAL,CHA,16,Austin Croshere,Devean George,Devin Harris,Erick Dampier,?,Derek Anderson,Emeka Okafor,Matt Carroll,Primoz Brezec,Raymond Felton,Greg Buckner
2007,DAL,CHA,18,Anthony Johnson,Dirk Nowitzki,Erick Dampier,Jason Terry,?,Derek Anderson,Emeka Okafor,Matt Carroll,Primoz Brezec,Raymond Felton,Josh Howard
