season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,removed_player
2007,LAC,PHO,18,Chris Kaman,Corey Maggette,Daniel Ewing,?,Sam Cassell,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Elton Brand
2007,LAC,PHO,20,Chris Kaman,Corey Maggette,Elton Brand,?,Sam Cassell,Amar'e Stoudemire,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Quinton Ross
2007,LAC,PHO,23,Corey Maggette,Elton Brand,Quinton Ross,?,Tim Thomas,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Shaun Livingston
2007,LAC,PHO,24,Corey Maggette,Cuttino Mobley,Elton Brand,?,Tim Thomas,Kurt Thomas,Leandro Barbosa,Marcus Banks,Shawn Marion,Steve Nash,Shaun Livingston
2007,LAC,PHO,37,Chris Kaman,Corey Maggette,Cuttino Mobley,?,Tim Thomas,Boris Diaw,James Jones,Marcus Banks,Raja Bell,Shawn Marion,Shaun Livingston
2007,LAC,PHO,41,Chris Kaman,Corey Maggette,Cuttino Mobley,?,Tim Thomas,Boris Diaw,Kurt Thomas,Leandro Barbosa,Raja Bell,Steve Nash,Shaun Livingston
2007,SAS,PHO,7,Brent Barry,Michael Finley,Robert Horry,?,Tony Parker,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Tim Duncan
2007,SAS,PHO,18,Beno Udrih,Brent Barry,Fabricio Oberto,?,Tony Parker,Boris Diaw,Kurt Thomas,Leandro Barbosa,Marcus Banks,Steve Nash,Tim Duncan
2007,SAS,PHO,22,Brent Barry,Fabricio Oberto,Manu Ginobili,?,Tony Parker,Amar'e Stoudemire,Jalen Rose,Leandro Barbosa,Shawn Marion,Steve Nash,Tim Duncan
2007,SAS,PHO,23,Brent Barry,Fabricio Oberto,Manu Ginobili,?,Tony Parker,Amar'e Stoudemire,Jalen Rose,Raja Bell,Shawn Marion,Steve Nash,Tim Duncan
2007,SAS,PHO,27,Bruce Bowen,Fabricio Oberto,Manu Ginobili,?,Tony Parker,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Tim Duncan
2007,SAS,PHO,31,Brent Barry,Bruce Bowen,Robert Horry,?,Tony Parker,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Tim Duncan
2007,SAS,PHO,45,Brent Barry,Bruce Bowen,Fabricio Oberto,?,Tony Parker,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Tim Duncan
2007,SAS,PHO,46,Brent Barry,Fabricio Oberto,Manu Ginobili,?,Tony Parker,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Tim Duncan
2007,PHO,DAL,0,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Steve Nash,Devin Harris,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Shawn Marion
2007,PHO,DAL,13,Boris Diaw,Jalen Rose,Leandro Barbosa,?,Shawn Marion,Anthony Johnson,Devean George,Erick Dampier,Jason Terry,Jerry Stackhouse,Marcus Banks
2007,PHO,DAL,14,Amar'e Stoudemire,Boris Diaw,Jalen Rose,?,Shawn Marion,Anthony Johnson,DeSagana Diop,Devean George,Jason Terry,Jerry Stackhouse,Leandro Barbosa
2007,PHO,DAL,16,Amar'e Stoudemire,Boris Diaw,Jalen Rose,?,Shawn Marion,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Leandro Barbosa
2007,PHO,DAL,17,Amar'e Stoudemire,Jalen Rose,Leandro Barbosa,?,Steve Nash,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Shawn Marion
2007,PHO,DAL,22,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Steve Nash,Anthony Johnson,Devean George,Dirk Nowitzki,Greg Buckner,Jerry Stackhouse,Shawn Marion
2007,PHO,DAL,25,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Steve Nash,DeSagana Diop,Devin Harris,Dirk Nowitzki,Jason Terry,Jerry Stackhouse,Shawn Marion
2007,PHO,DAL,37,Boris Diaw,Jalen Rose,James Jones,?,Steve Nash,Anthony Johnson,Devean George,Erick Dampier,Greg Buckner,Jason Terry,Leandro Barbosa
2007,PHO,DAL,38,Amar'e Stoudemire,Jalen Rose,James Jones,?,Steve Nash,Anthony Johnson,Devean George,Erick Dampier,Greg Buckner,Jason Terry,Leandro Barbosa
2007,PHO,MEM,0,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Steve Nash,Damon Stoudamire,Eddie Jones,Hakim Warrick,Mike Miller,Stromile Swift,Shawn Marion
2007,PHO,MEM,9,Boris Diaw,Jalen Rose,James Jones,?,Steve Nash,Dahntay Jones,Damon Stoudamire,Lawrence Roberts,Mike Miller,Rudy Gay,Shawn Marion
2007,PHO,MEM,13,Jalen Rose,Jumaine Jones,Kurt Thomas,?,Shawn Marion,Chucky Atkins,Dahntay Jones,Eddie Jones,Lawrence Roberts,Rudy Gay,Leandro Barbosa
2007,PHO,MEM,15,Jumaine Jones,Kurt Thomas,Leandro Barbosa,?,Steve Nash,Chucky Atkins,Dahntay Jones,Eddie Jones,Lawrence Roberts,Rudy Gay,Shawn Marion
2007,PHO,MEM,19,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,?,Steve Nash,Damon Stoudamire,Eddie Jones,Hakim Warrick,Mike Miller,Stromile Swift,Shawn Marion
2007,PHO,MEM,23,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,?,Steve Nash,Damon Stoudamire,Eddie Jones,Hakim Warrick,Lawrence Roberts,Mike Miller,Shawn Marion
2007,PHO,MEM,25,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Steve Nash,Damon Stoudamire,Eddie Jones,Hakim Warrick,Lawrence Roberts,Mike Miller,Shawn Marion
2007,PHO,MEM,26,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Steve Nash,Damon Stoudamire,Eddie Jones,Hakim Warrick,Mike Miller,Stromile Swift,Shawn Marion
2007,PHO,MEM,29,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Steve Nash,Alexander Johnson,Dahntay Jones,Kyle Lowry,Lawrence Roberts,Rudy Gay,Shawn Marion
2007,PHO,MEM,30,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Steve Nash,Dahntay Jones,Hakim Warrick,Kyle Lowry,Lawrence Roberts,Rudy Gay,Shawn Marion
2007,PHO,MEM,31,Amar'e Stoudemire,Boris Diaw,Jalen Rose,?,Steve Nash,Dahntay Jones,Hakim Warrick,Kyle Lowry,Lawrence Roberts,Rudy Gay,Shawn Marion
2007,PHO,MEM,35,Amar'e Stoudemire,Boris Diaw,Jalen Rose,?,Shawn Marion,Chucky Atkins,Dahntay Jones,Hakim Warrick,Lawrence Roberts,Rudy Gay,Leandro Barbosa
2007,PHO,PHI,0,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Shawn Marion,Allen Iverson,Andre Iguodala,Chris Webber,Kevin Ollie,Samuel Dalembert,Raja Bell
2007,PHO,PHI,9,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,?,Shawn Marion,Allen Iverson,Andre Iguodala,Chris Webber,Kyle Korver,Steven Hunter,Raja Bell
2007,PHO,PHI,13,Boris Diaw,Jalen Rose,Kurt Thomas,?,Marcus Banks,Andre Iguodala,Kyle Korver,Shavlik Randolph,Steven Hunter,Willie Green,Leandro Barbosa
2007,PHO,PHI,22,Amar'e Stoudemire,Leandro Barbosa,Marcus Banks,?,Shawn Marion,Allen Iverson,Andre Iguodala,Kyle Korver,Steven Hunter,Willie Green,Raja Bell
2007,PHO,PHI,25,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Shawn Marion,Allen Iverson,Andre Iguodala,Chris Webber,Kevin Ollie,Samuel Dalembert,Raja Bell
2007,PHO,PHI,29,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Shawn Marion,Allen Iverson,Andre Iguodala,Chris Webber,Steven Hunter,Willie Green,Raja Bell
2007,PHO,PHI,32,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,?,Shawn Marion,Allen Iverson,Andre Iguodala,Chris Webber,Kyle Korver,Willie Green,Raja Bell
2007,PHO,PHI,36,Boris Diaw,Kurt Thomas,Marcus Banks,?,Shawn Marion,Allen Iverson,Andre Iguodala,Kyle Korver,Shavlik Randolph,Willie Green,Raja Bell
2007,PHO,PHI,43,Amar'e Stoudemire,Jalen Rose,Leandro Barbosa,?,Shawn Marion,Allen Iverson,Andre Iguodala,Rodney Carney,Samuel Dalembert,Willie Green,Marcus Banks
2007,UTA,PHO,0,C.J. Miles,Carlos Boozer,Deron Williams,?,Ronnie Brewer,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Raja Bell,Shawn Marion,Mehmet Okur
2007,UTA,PHO,7,C.J. Miles,Carlos Boozer,Deron Williams,?,Ronnie Brewer,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Jarron Collins
2007,UTA,PHO,12,Carlos Boozer,Derek Fisher,Deron Williams,?,Matt Harpring,Jalen Rose,Kurt Thomas,Leandro Barbosa,Marcus Banks,Shawn Marion,Jarron Collins
2007,UTA,PHO,17,Derek Fisher,Deron Williams,Matt Harpring,?,Paul Millsap,Amar'e Stoudemire,Jalen Rose,Kurt Thomas,Marcus Banks,Raja Bell,Mehmet Okur
2007,UTA,PHO,18,Derek Fisher,Deron Williams,Matt Harpring,?,Paul Millsap,Amar'e Stoudemire,Leandro Barbosa,Marcus Banks,Raja Bell,Shawn Marion,Mehmet Okur
2007,UTA,PHO,19,Carlos Boozer,Deron Williams,Matt Harpring,?,Paul Millsap,Amar'e Stoudemire,Leandro Barbosa,Marcus Banks,Raja Bell,Shawn Marion,Mehmet Okur
2007,UTA,PHO,20,Carlos Boozer,Deron Williams,Matt Harpring,?,Paul Millsap,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Mehmet Okur
2007,UTA,PHO,26,C.J. Miles,Carlos Boozer,Deron Williams,?,Ronnie Brewer,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,Raja Bell,Shawn Marion,Mehmet Okur
2007,UTA,PHO,30,C.J. Miles,Deron Williams,Mehmet Okur,?,Ronnie Brewer,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Roger Powell
2007,UTA,PHO,37,Carlos Boozer,Derek Fisher,Deron Williams,?,Mehmet Okur,Jalen Rose,James Jones,Kurt Thomas,Leandro Barbosa,Raja Bell,Matt Harpring
2007,UTA,PHO,40,Carlos Boozer,Derek Fisher,Deron Williams,?,Mehmet Okur,Amar'e Stoudemire,James Jones,Leandro Barbosa,Raja Bell,Shawn Marion,Matt Harpring
2007,UTA,PHO,46,Carlos Boozer,Deron Williams,Matt Harpring,?,Paul Millsap,Amar'e Stoudemire,Jalen Rose,Kurt Thomas,Leandro Barbosa,Shawn Marion,Mehmet Okur
2007,GSW,PHO,4,Andris Biedrins,Jason Richardson,Mickael Pietrus,?,Monta Ellis,Amar'e Stoudemire,Boris Diaw,Raja Bell,Shawn Marion,Steve Nash,Mike Dunleavy
2007,GSW,PHO,8,Jason Richardson,Matt Barnes,Mike Dunleavy,?,Troy Murphy,Boris Diaw,Kurt Thomas,Leandro Barbosa,Shawn Marion,Steve Nash,Monta Ellis
2007,GSW,PHO,11,Jason Richardson,Mickael Pietrus,Mike Dunleavy,?,Troy Murphy,Jalen Rose,Kurt Thomas,Leandro Barbosa,Raja Bell,Shawn Marion,Monta Ellis
2007,GSW,PHO,13,Andris Biedrins,Jason Richardson,Mickael Pietrus,?,Monta Ellis,Amar'e Stoudemire,Jalen Rose,James Jones,Leandro Barbosa,Raja Bell,Mike Dunleavy
2007,GSW,PHO,15,Andris Biedrins,Matt Barnes,Mickael Pietrus,?,Monta Ellis,Boris Diaw,James Jones,Leandro Barbosa,Marcus Banks,Raja Bell,Mike Dunleavy
2007,GSW,PHO,33,Anthony Roberson,Jason Richardson,Mickael Pietrus,?,Troy Murphy,Boris Diaw,Leandro Barbosa,Raja Bell,Shawn Marion,Steve Nash,Monta Ellis
2007,GSW,PHO,37,Andris Biedrins,Anthony Roberson,Mickael Pietrus,?,Monta Ellis,Amar'e Stoudemire,Boris Diaw,James Jones,Leandro Barbosa,Raja Bell,Mike Dunleavy
2007,GSW,PHO,39,Andris Biedrins,Matt Barnes,Mickael Pietrus,?,Monta Ellis,Amar'e Stoudemire,Boris Diaw,James Jones,Leandro Barbosa,Raja Bell,Mike Dunleavy
2007,PHO,NOP,0,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,Bobby Jackson,Chris Paul,Desmond Mason,Peja Stojakovic,Tyson Chandler,Shawn Marion
2007,PHO,NOP,6,Amar'e Stoudemire,Boris Diaw,Leandro Barbosa,?,Steve Nash,Bobby Jackson,Chris Paul,Desmond Mason,Peja Stojakovic,Tyson Chandler,Raja Bell
2007,PHO,NOP,7,Boris Diaw,Kurt Thomas,Leandro Barbosa,?,Steve Nash,Bobby Jackson,Chris Paul,Desmond Mason,Marc Jackson,Peja Stojakovic,Raja Bell
2007,PHO,NOP,8,Boris Diaw,Kurt Thomas,Leandro Barbosa,?,Steve Nash,Bobby Jackson,Chris Paul,Marc Jackson,Peja Stojakovic,Rasual Butler,Raja Bell
2007,PHO,NOP,13,Jalen Rose,Kurt Thomas,Leandro Barbosa,?,Shawn Marion,Bobby Jackson,Desmond Mason,Jannero Pargo,Marc Jackson,Rasual Butler,Marcus Banks
2007,PHO,NOP,20,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,Chris Paul,Desmond Mason,Peja Stojakovic,Rasual Butler,Tyson Chandler,Shawn Marion
2007,PHO,NOP,25,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,Bobby Jackson,Chris Paul,Desmond Mason,Peja Stojakovic,Tyson Chandler,Shawn Marion
2007,PHO,NOP,32,James Jones,Kurt Thomas,Raja Bell,?,Steve Nash,Chris Paul,Desmond Mason,Peja Stojakovic,Rasual Butler,Tyson Chandler,Shawn Marion
2007,PHO,NOP,40,Boris Diaw,Kurt Thomas,Marcus Banks,?,Steve Nash,Bobby Jackson,Jannero Pargo,Peja Stojakovic,Rasual Butler,Tyson Chandler,Shawn Marion
2007,PHO,NOP,43,Boris Diaw,Kurt Thomas,Raja Bell,?,Steve Nash,Bobby Jackson,Chris Paul,Desmond Mason,Peja Stojakovic,Tyson Chandler,Shawn Marion
2007,PHO,NJN,0,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,Jason Collins,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Shawn Marion
2007,PHO,NJN,7,Amar'e Stoudemire,Kurt Thomas,Raja Bell,?,Steve Nash,Jason Collins,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Shawn Marion
2007,PHO,NJN,12,Boris Diaw,Kurt Thomas,Marcus Banks,?,Shawn Marion,Marcus Williams,Mikki Moore,Nenad Krstic,Richard Jefferson,Vince Carter,Raja Bell
2007,PHO,NJN,25,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,Jason Collins,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Shawn Marion
2007,PHO,NJN,32,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,Bostjan Nachbar,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Shawn Marion
2007,PHO,NJN,33,Amar'e Stoudemire,Kurt Thomas,Raja Bell,?,Steve Nash,Bostjan Nachbar,Jason Kidd,Nenad Krstic,Richard Jefferson,Vince Carter,Shawn Marion
2007,PHO,NJN,39,Boris Diaw,James Jones,Kurt Thomas,?,Steve Nash,Antoine Wright,Bostjan Nachbar,Hassan Adams,Marcus Williams,Mikki Moore,Marcus Banks
2007,POR,PHO,8,Ime Udoka,Jarrett Jack,Martell Webster,?,Zach Randolph,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Travis Outlaw
2007,POR,PHO,11,Jamaal Magloire,Jarrett Jack,Juan Dixon,?,Travis Outlaw,Boris Diaw,Kurt Thomas,Marcus Banks,Raja Bell,Shawn Marion,Stephen Graham
2007,POR,PHO,14,Jamaal Magloire,Juan Dixon,Sergio Rodriguez,?,Travis Outlaw,Boris Diaw,Jalen Rose,Kurt Thomas,Marcus Banks,Raja Bell,Stephen Graham
2007,POR,PHO,32,Ime Udoka,Jarrett Jack,Juan Dixon,?,Zach Randolph,Boris Diaw,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Travis Outlaw
2007,POR,PHO,37,Jamaal Magloire,Juan Dixon,Martell Webster,?,Travis Outlaw,Boris Diaw,Kurt Thomas,Marcus Banks,Raja Bell,Shawn Marion,Sergio Rodriguez
2007,POR,PHO,39,Jamaal Magloire,Juan Dixon,Martell Webster,?,Travis Outlaw,Amar'e Stoudemire,Kurt Thomas,Marcus Banks,Shawn Marion,Steve Nash,Sergio Rodriguez
2007,POR,PHO,44,Jamaal Magloire,Jarrett Jack,Martell Webster,?,Travis Outlaw,Amar'e Stoudemire,Kurt Thomas,Raja Bell,Shawn Marion,Steve Nash,Sergio Rodriguez
2007,POR,PHO,46,Jamaal Magloire,Jarrett Jack,Martell Webster,?,Travis Outlaw,Boris Diaw,James Jones,Marcus Banks,Pat Burke,Raja Bell,Sergio Rodriguez
2007,PHO,HOU,0,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,Rafer Alston,Shane Battier,Steve Novak,Tracy McGrady,Yao Ming,Shawn Marion
2007,PHO,HOU,7,Amar'e Stoudemire,Kurt Thomas,Raja Bell,?,Steve Nash,Chuck Hayes,Rafer Alston,Shane Battier,Steve Novak,Tracy McGrady,Shawn Marion
2007,PHO,HOU,16,Amar'e Stoudemire,Jalen Rose,Leandro Barbosa,?,Steve Nash,Chuck Hayes,John Lucas III,Luther Head,Steve Novak,Tracy McGrady,Shawn Marion
2007,PHO,HOU,19,Amar'e Stoudemire,Jalen Rose,Raja Bell,?,Steve Nash,Chuck Hayes,John Lucas III,Luther Head,Shane Battier,Tracy McGrady,Shawn Marion
2007,PHO,HOU,30,Kurt Thomas,Leandro Barbosa,Raja Bell,?,Steve Nash,Luther Head,Rafer Alston,Shane Battier,Tracy McGrady,Yao Ming,Shawn Marion
2007,PHO,HOU,36,Boris Diaw,Kurt Thomas,Leandro Barbosa,?,Shawn Marion,Chuck Hayes,Luther Head,Rafer Alston,Shane Battier,Tracy McGrady,Raja Bell
2007,PHO,HOU,40,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,?,Steve Nash,Chuck Hayes,Luther Head,Rafer Alston,Tracy McGrady,Yao Ming,Shawn Marion
2007,PHO,HOU,43,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,?,Steve Nash,Luther Head,Rafer Alston,Shane Battier,Tracy McGrady,Yao Ming,Shawn Marion
2007,PHO,MIL,7,Amar'e Stoudemire,Kurt Thomas,Leandro Barbosa,?,Steve Nash,Andrew Bogut,Charlie Bell,Ersan Ilyasova,Michael Redd,Mo Williams,Raja Bell
2007,PHO,MIL,20,Amar'e Stoudemire,Jalen Rose,Raja Bell,?,Steve Nash,Andrew Bogut,Charlie Bell,Michael Redd,Mo Williams,Ruben Patterson,Shawn Marion
2007,PHO,MIL,21,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,Andrew Bogut,Charlie Bell,Michael Redd,Mo Williams,Ruben Patterson,Shawn Marion
2007,PHO,MIL,25,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,Andrew Bogut,Charlie Bell,Michael Redd,Mo Williams,Ruben Patterson,Shawn Marion
2007,PHO,MIL,32,Boris Diaw,Leandro Barbosa,Raja Bell,?,Steve Nash,Charlie Bell,Dan Gadzuric,Ersan Ilyasova,Michael Redd,Mo Williams,Shawn Marion
2007,PHO,MIL,34,Amar'e Stoudemire,James Jones,Leandro Barbosa,?,Shawn Marion,Charlie Bell,Dan Gadzuric,Ersan Ilyasova,Michael Redd,Steve Blake,Raja Bell
2007,PHO,SAC,0,Amar'e Stoudemire,Boris Diaw,Raja Bell,?,Steve Nash,John Salmons,Kenny Thomas,Kevin Martin,Mike Bibby,Ronnie Price,Shawn Marion
2007,PHO,SAC,5,Boris Diaw,Kurt Thomas,Raja Bell,?,Steve Nash,Brad Miller,John Salmons,Kenny Thomas,Kevin Martin,Mike Bibby,Shawn Marion
2007,PHO,SAC,7,Boris Diaw,Kurt Thomas,Leandro Barbosa,?,Steve Nash,Brad Miller,Francisco Garcia,Kenny Thomas,Kevin Martin,Mike Bibby,Shawn Marion
2007,PHO,SAC,11,James Jones,Kurt Thomas,Leandro Barbosa,?,Shawn Marion,Brad Miller,Francisco Garcia,Kenny Thomas,Kevin Martin,Mike Bibby,Raja Bell
