season,home_team,away_team,starting_min,home_0,home_1,home_2,home_3,home_4,away_0,away_1,away_2,away_3,away_4,removed_player
2008,PHI,UTA,34,Andre Iguodala,?,Lou Williams,Reggie Evans,Rodney Carney,Andrei Kirilenko,Carlos Boozer,Jason Hart,Paul Millsap,Ronnie Brewer,Kyle Korver
2008,PHI,UTA,46,Andre Iguodala,?,Kyle Korver,Lou Williams,Samuel Dalembert,Andrei Kirilenko,Carlos Boozer,Deron Williams,Paul Millsap,Ronnie Brewer,Andre Miller
2008,UTA,MIA,0,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Anfernee Hardaway,Dwyane Wade,Jason Williams,Shaquille O'Neal,Udonis Haslem,Carlos Boozer
2008,UTA,MIA,6,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Alonzo Mourning,Anfernee Hardaway,Dwyane Wade,Jason Williams,Udonis Haslem,Carlos Boozer
2008,UTA,MIA,10,Jason Hart,?,Mehmet Okur,Paul Millsap,Ronnie Brewer,Daequan Cook,Dwyane Wade,Mark Blount,Ricky Davis,Udonis Haslem,Matt Harpring
2008,UTA,MIA,15,Carlos Boozer,?,Gordan Giricek,Jarron Collins,Matt Harpring,Alonzo Mourning,Daequan Cook,Jason Williams,Mark Blount,Ricky Davis,Deron Williams
2008,UTA,MIA,21,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Alonzo Mourning,Anfernee Hardaway,Dwyane Wade,Ricky Davis,Udonis Haslem,Carlos Boozer
2008,UTA,MIA,25,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Dwyane Wade,Jason Williams,Ricky Davis,Shaquille O'Neal,Udonis Haslem,Carlos Boozer
2008,UTA,MIA,29,Andrei Kirilenko,?,Deron Williams,Jarron Collins,Ronnie Brewer,Dwyane Wade,Jason Williams,Ricky Davis,Shaquille O'Neal,Udonis Haslem,Carlos Boozer
2008,UTA,MIA,41,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Alonzo Mourning,Daequan Cook,Dwyane Wade,Jason Williams,Udonis Haslem,Carlos Boozer
2008,UTA,MIA,44,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Dwyane Wade,Jason Williams,Ricky Davis,Shaquille O'Neal,Udonis Haslem,Carlos Boozer
2008,SAC,UTA,12,Francisco Garcia,?,Metta World Peace,Quincy Douby,Spencer Hawes,Gordan Giricek,Jarron Collins,Matt Harpring,Mehmet Okur,Paul Millsap,John Salmons
2008,SAC,UTA,18,Beno Udrih,?,John Salmons,Kevin Martin,Metta World Peace,Andrei Kirilenko,Carlos Boozer,Deron Williams,Gordan Giricek,Mehmet Okur,Brad Miller
2008,SAC,UTA,24,Brad Miller,?,Kevin Martin,Metta World Peace,Mikki Moore,Carlos Boozer,Deron Williams,Matt Harpring,Mehmet Okur,Ronnie Brewer,John Salmons
2008,SAC,UTA,31,Beno Udrih,?,Kenny Thomas,Kevin Martin,Metta World Peace,Andrei Kirilenko,Deron Williams,Mehmet Okur,Paul Millsap,Ronnie Brewer,Brad Miller
2008,SAC,UTA,44,Beno Udrih,?,Francisco Garcia,John Salmons,Metta World Peace,Andrei Kirilenko,Carlos Boozer,Deron Williams,Mehmet Okur,Ronnie Brewer,Brad Miller
2008,SAS,UTA,12,Brent Barry,?,Fabricio Oberto,Manu Ginobili,Robert Horry,Carlos Boozer,Jason Hart,Matt Harpring,Paul Millsap,Ronnie Brewer,Bruce Bowen
2008,SAS,UTA,13,Brent Barry,?,Jacque Vaughn,Manu Ginobili,Robert Horry,C.J. Miles,Jarron Collins,Jason Hart,Matt Harpring,Paul Millsap,Fabricio Oberto
2008,SAS,UTA,18,Brent Barry,?,Francisco Elson,Robert Horry,Tony Parker,C.J. Miles,Carlos Boozer,Deron Williams,Matt Harpring,Mehmet Okur,Bruce Bowen
2008,SAS,UTA,37,Francisco Elson,?,Michael Finley,Robert Horry,Tony Parker,C.J. Miles,Deron Williams,Jarron Collins,Matt Harpring,Paul Millsap,Manu Ginobili
2008,SAS,UTA,39,Fabricio Oberto,?,Matt Bonner,Michael Finley,Tony Parker,Deron Williams,Matt Harpring,Mehmet Okur,Paul Millsap,Ronnie Brewer,Manu Ginobili
2008,SAS,UTA,41,Fabricio Oberto,?,Matt Bonner,Michael Finley,Tony Parker,Andrei Kirilenko,Carlos Boozer,Deron Williams,Mehmet Okur,Ronnie Brewer,Manu Ginobili
2008,DAL,UTA,0,Devin Harris,?,Erick Dampier,Jason Terry,Josh Howard,Andrei Kirilenko,Carlos Boozer,Deron Williams,Mehmet Okur,Ronnie Brewer,Dirk Nowitzki
2008,DAL,UTA,10,Brandon Bass,?,Jerry Stackhouse,Josh Howard,Juwan Howard,Carlos Boozer,Jarron Collins,Jason Hart,Matt Harpring,Ronnie Brewer,Devin Harris
2008,DAL,UTA,13,Brandon Bass,?,Jerry Stackhouse,Josh Howard,Juwan Howard,C.J. Miles,Jarron Collins,Jason Hart,Matt Harpring,Paul Millsap,Jason Terry
2008,DAL,UTA,21,Devean George,?,Dirk Nowitzki,Erick Dampier,Josh Howard,Andrei Kirilenko,C.J. Miles,Carlos Boozer,Deron Williams,Mehmet Okur,Devin Harris
2008,DAL,UTA,22,Devin Harris,?,Erick Dampier,Jason Terry,Josh Howard,Andrei Kirilenko,Carlos Boozer,Deron Williams,Mehmet Okur,Ronnie Brewer,Dirk Nowitzki
2008,DAL,UTA,23,Devean George,?,Erick Dampier,Jason Terry,Josh Howard,Andrei Kirilenko,Carlos Boozer,Deron Williams,Mehmet Okur,Ronnie Brewer,Dirk Nowitzki
2008,DAL,UTA,37,Dirk Nowitzki,?,Jason Terry,Jerry Stackhouse,Josh Howard,Andrei Kirilenko,C.J. Miles,Jason Hart,Matt Harpring,Paul Millsap,Erick Dampier
2008,DAL,UTA,43,Dirk Nowitzki,?,Jason Terry,Jerry Stackhouse,Josh Howard,Andrei Kirilenko,C.J. Miles,Carlos Boozer,Deron Williams,Paul Millsap,Erick Dampier
2008,UTA,POR,8,Andrei Kirilenko,?,Deron Williams,Jarron Collins,Ronnie Brewer,Brandon Roy,Joel Przybilla,Martell Webster,Steve Blake,Travis Outlaw,Carlos Boozer
2008,UTA,POR,22,Andrei Kirilenko,?,Deron Williams,Paul Millsap,Ronnie Brewer,James Jones,Jarrett Jack,Joel Przybilla,Steve Blake,Travis Outlaw,Carlos Boozer
2008,UTA,POR,33,Carlos Boozer,?,Gordan Giricek,Jarron Collins,Matt Harpring,Brandon Roy,Channing Frye,Joel Przybilla,Martell Webster,Steve Blake,Deron Williams
2008,UTA,POR,35,Carlos Boozer,?,Jarron Collins,Jason Hart,Matt Harpring,Channing Frye,Jarrett Jack,Martell Webster,Raef LaFrentz,Sergio Rodriguez,Gordan Giricek
2008,UTA,POR,37,Gordan Giricek,?,Jason Hart,Matt Harpring,Paul Millsap,Brandon Roy,James Jones,Jarrett Jack,Raef LaFrentz,Travis Outlaw,Jarron Collins
2008,UTA,POR,39,Gordan Giricek,?,Jason Hart,Matt Harpring,Paul Millsap,Brandon Roy,James Jones,Jarrett Jack,Joel Przybilla,Travis Outlaw,Jarron Collins
2008,UTA,POR,41,Gordan Giricek,?,Jason Hart,Matt Harpring,Paul Millsap,Brandon Roy,Joel Przybilla,Martell Webster,Steve Blake,Travis Outlaw,Jarron Collins
2008,UTA,POR,43,Carlos Boozer,?,Gordan Giricek,Matt Harpring,Paul Millsap,Brandon Roy,Joel Przybilla,Martell Webster,Steve Blake,Travis Outlaw,Deron Williams
2008,UTA,POR,46,Carlos Boozer,?,Gordan Giricek,Matt Harpring,Paul Millsap,Brandon Roy,Channing Frye,Joel Przybilla,Martell Webster,Steve Blake,Deron Williams
2008,POR,UTA,0,Brandon Roy,?,Joel Przybilla,Martell Webster,Steve Blake,Andrei Kirilenko,Carlos Boozer,Deron Williams,Jarron Collins,Ronnie Brewer,Channing Frye
2008,POR,UTA,9,Brandon Roy,?,Jarrett Jack,Martell Webster,Travis Outlaw,Andrei Kirilenko,Carlos Boozer,Deron Williams,Gordan Giricek,Paul Millsap,Channing Frye
2008,POR,UTA,10,James Jones,?,Raef LaFrentz,Sergio Rodriguez,Travis Outlaw,Carlos Boozer,Deron Williams,Gordan Giricek,Matt Harpring,Paul Millsap,Jarrett Jack
2008,POR,UTA,14,James Jones,?,Joel Przybilla,Sergio Rodriguez,Travis Outlaw,Andrei Kirilenko,Gordan Giricek,Matt Harpring,Paul Millsap,Ronnie Price,Jarrett Jack
2008,POR,UTA,23,Brandon Roy,?,Jarrett Jack,Joel Przybilla,Martell Webster,Andrei Kirilenko,C.J. Miles,Carlos Boozer,Deron Williams,Ronnie Brewer,James Jones
2008,POR,UTA,38,James Jones,?,Raef LaFrentz,Sergio Rodriguez,Travis Outlaw,Andrei Kirilenko,Deron Williams,Matt Harpring,Paul Millsap,Ronnie Brewer,Jarrett Jack
2008,UTA,OKC,0,Andrei Kirilenko,?,Deron Williams,Jarron Collins,Ronnie Brewer,Chris Wilcox,Damien Wilkins,Earl Watson,Kevin Durant,Nick Collison,Carlos Boozer
2008,UTA,OKC,10,C.J. Miles,?,Gordan Giricek,Jason Hart,Paul Millsap,Damien Wilkins,Jeff Green,Johan Petro,Luke Ridnour,Wally Szczerbiak,Carlos Boozer
2008,UTA,OKC,13,C.J. Miles,?,Jason Hart,Kyrylo Fesenko,Paul Millsap,Chris Wilcox,Jeff Green,Johan Petro,Kevin Durant,Luke Ridnour,Gordan Giricek
2008,UTA,OKC,17,Andrei Kirilenko,?,Deron Williams,Kyrylo Fesenko,Paul Millsap,Chris Wilcox,Damien Wilkins,Earl Watson,Nick Collison,Wally Szczerbiak,C.J. Miles
2008,UTA,OKC,18,Andrei Kirilenko,?,Carlos Boozer,Deron Williams,Paul Millsap,Chris Wilcox,Damien Wilkins,Earl Watson,Nick Collison,Wally Szczerbiak,C.J. Miles
2008,UTA,OKC,21,Andrei Kirilenko,?,Deron Williams,Paul Millsap,Ronnie Brewer,Damien Wilkins,Earl Watson,Johan Petro,Nick Collison,Wally Szczerbiak,Carlos Boozer
2008,UTA,OKC,24,Andrei Kirilenko,?,Deron Williams,Jarron Collins,Ronnie Brewer,Chris Wilcox,Damien Wilkins,Earl Watson,Kevin Durant,Nick Collison,Carlos Boozer
2008,UTA,OKC,37,Andrei Kirilenko,?,Carlos Boozer,Deron Williams,Paul Millsap,Jeff Green,Johan Petro,Kevin Durant,Luke Ridnour,Wally Szczerbiak,C.J. Miles
2008,UTA,OKC,40,Andrei Kirilenko,?,Carlos Boozer,Deron Williams,Paul Millsap,Johan Petro,Kevin Durant,Luke Ridnour,Nick Collison,Wally Szczerbiak,C.J. Miles
2008,UTA,OKC,41,Andrei Kirilenko,?,Carlos Boozer,Deron Williams,Paul Millsap,Earl Watson,Johan Petro,Kevin Durant,Nick Collison,Wally Szczerbiak,C.J. Miles
2008,UTA,OKC,44,Andrei Kirilenko,?,Deron Williams,Paul Millsap,Ronnie Brewer,Chris Wilcox,Damien Wilkins,Earl Watson,Nick Collison,Wally Szczerbiak,Carlos Boozer
2008,UTA,OKC,46,Andrei Kirilenko,?,Deron Williams,Paul Millsap,Ronnie Brewer,Chris Wilcox,Damien Wilkins,Luke Ridnour,Nick Collison,Wally Szczerbiak,Carlos Boozer
2008,UTA,OKC,47,Jason Hart,?,Paul Millsap,Ronnie Brewer,Ronnie Price,Johan Petro,Luke Ridnour,Mickael Gelabale,Mouhamed Sene,Wally Szczerbiak,Kyrylo Fesenko
2008,ATL,UTA,15,Anthony Johnson,?,Marvin Williams,Shelden Williams,Zaza Pachulia,Andrei Kirilenko,Carlos Boozer,Deron Williams,Gordan Giricek,Paul Millsap,Joe Johnson
2008,ATL,UTA,16,Al Horford,?,Joe Johnson,Marvin Williams,Zaza Pachulia,Andrei Kirilenko,Carlos Boozer,Deron Williams,Gordan Giricek,Paul Millsap,Anthony Johnson
2008,ATL,UTA,26,Al Horford,?,Joe Johnson,Josh Smith,Marvin Williams,Andrei Kirilenko,Carlos Boozer,Deron Williams,Jarron Collins,Ronnie Brewer,Anthony Johnson
2008,ATL,UTA,31,Joe Johnson,?,Mario West,Marvin Williams,Zaza Pachulia,Andrei Kirilenko,Carlos Boozer,Deron Williams,Jarron Collins,Ronnie Brewer,Josh Smith
2008,ATL,UTA,34,Anthony Johnson,?,Marvin Williams,Shelden Williams,Zaza Pachulia,Andrei Kirilenko,Carlos Boozer,Jason Hart,Kyrylo Fesenko,Ronnie Brewer,Joe Johnson
2008,ATL,UTA,40,Anthony Johnson,?,Josh Smith,Marvin Williams,Zaza Pachulia,Andrei Kirilenko,C.J. Miles,Carlos Boozer,Deron Williams,Jarron Collins,Joe Johnson
2008,ATL,UTA,42,Al Horford,?,Joe Johnson,Marvin Williams,Zaza Pachulia,Andrei Kirilenko,Carlos Boozer,Deron Williams,Jarron Collins,Ronnie Brewer,Anthony Johnson
2008,ORL,UTA,0,Dwight Howard,?,Jameer Nelson,Keith Bogans,Rashard Lewis,Andrei Kirilenko,Carlos Boozer,Deron Williams,Jarron Collins,Ronnie Brewer,Hedo Turkoglu
2008,ORL,UTA,18,Adonal Foyle,?,Jameer Nelson,Keith Bogans,Rashard Lewis,C.J. Miles,Deron Williams,Kyrylo Fesenko,Matt Harpring,Paul Millsap,Hedo Turkoglu
2008,ORL,UTA,23,Dwight Howard,?,Jameer Nelson,Keith Bogans,Rashard Lewis,Andrei Kirilenko,C.J. Miles,Deron Williams,Kyrylo Fesenko,Paul Millsap,Hedo Turkoglu
2008,ORL,UTA,35,Dwight Howard,?,James Augustine,Keyon Dooling,Maurice Evans,Carlos Boozer,Jason Hart,Matt Harpring,Paul Millsap,Ronnie Brewer,Hedo Turkoglu
2008,ORL,UTA,45,Carlos Arroyo,?,Hedo Turkoglu,J.J. Redick,James Augustine,Andrei Kirilenko,C.J. Miles,Carlos Boozer,Deron Williams,Paul Millsap,Dwight Howard
2008,MIA,UTA,12,Daequan Cook,?,Jason Williams,Ricky Davis,Udonis Haslem,Carlos Boozer,Jason Hart,Kyrylo Fesenko,Matt Harpring,Ronnie Brewer,Earl Barron
2008,MIA,UTA,13,Daequan Cook,?,Jason Williams,Ricky Davis,Udonis Haslem,C.J. Miles,Jason Hart,Kyrylo Fesenko,Matt Harpring,Paul Millsap,Earl Barron
2008,MIA,UTA,19,Dorell Wright,?,Earl Barron,Ricky Davis,Udonis Haslem,Andrei Kirilenko,C.J. Miles,Carlos Boozer,Deron Williams,Paul Millsap,Dwyane Wade
2008,MIA,UTA,25,Dwyane Wade,?,Ricky Davis,Shaquille O'Neal,Udonis Haslem,Andrei Kirilenko,Carlos Boozer,Deron Williams,Jarron Collins,Ronnie Brewer,Jason Williams
2008,MIA,UTA,32,Dorell Wright,?,Jason Williams,Ricky Davis,Udonis Haslem,Andrei Kirilenko,Deron Williams,Matt Harpring,Paul Millsap,Ronnie Brewer,Earl Barron
2008,MIA,UTA,34,Daequan Cook,?,Jason Williams,Ricky Davis,Udonis Haslem,Andrei Kirilenko,C.J. Miles,Jason Hart,Matt Harpring,Paul Millsap,Dorell Wright
2008,MIA,UTA,38,Daequan Cook,?,Jason Williams,Ricky Davis,Shaquille O'Neal,C.J. Miles,Deron Williams,Jarron Collins,Jason Hart,Paul Millsap,Dorell Wright
2008,MIA,UTA,42,Daequan Cook,?,Dwyane Wade,Earl Barron,Udonis Haslem,Andrei Kirilenko,C.J. Miles,Carlos Boozer,Deron Williams,Paul Millsap,Dorell Wright
2008,UTA,DAL,0,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Devin Harris,Dirk Nowitzki,Eddie Jones,Erick Dampier,Josh Howard,Carlos Boozer
2008,UTA,DAL,4,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Dirk Nowitzki,Eddie Jones,Erick Dampier,Jason Terry,Jerry Stackhouse,Carlos Boozer
2008,UTA,DAL,14,C.J. Miles,?,Matt Harpring,Mehmet Okur,Paul Millsap,Brandon Bass,Devin Harris,Dirk Nowitzki,Jerry Stackhouse,Juwan Howard,Deron Williams
2008,UTA,DAL,25,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Devean George,Devin Harris,Dirk Nowitzki,Erick Dampier,Josh Howard,Carlos Boozer
2008,UTA,DAL,29,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Devean George,Dirk Nowitzki,Erick Dampier,Jason Terry,Jerry Stackhouse,Carlos Boozer
2008,UTA,DAL,34,Andrei Kirilenko,?,Deron Williams,Matt Harpring,Paul Millsap,Brandon Bass,Jason Terry,Jerry Stackhouse,Josh Howard,Juwan Howard,C.J. Miles
2008,UTA,DAL,37,C.J. Miles,?,Matt Harpring,Mehmet Okur,Paul Millsap,Brandon Bass,Devin Harris,Jerry Stackhouse,Josh Howard,Juwan Howard,Deron Williams
2008,UTA,DAL,41,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Devean George,Devin Harris,Dirk Nowitzki,Erick Dampier,Josh Howard,Carlos Boozer
2008,UTA,DAL,42,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Devean George,Devin Harris,Dirk Nowitzki,Erick Dampier,Jerry Stackhouse,Carlos Boozer
2008,UTA,BOS,7,Carlos Boozer,?,Matt Harpring,Mehmet Okur,Ronnie Brewer,Kendrick Perkins,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Deron Williams
2008,UTA,BOS,13,Deron Williams,?,Matt Harpring,Mehmet Okur,Paul Millsap,Eddie House,Glen Davis,James Posey,Ray Allen,Tony Allen,Jason Hart
2008,UTA,BOS,15,C.J. Miles,?,Jason Hart,Mehmet Okur,Paul Millsap,Eddie House,Glen Davis,James Posey,Ray Allen,Tony Allen,Deron Williams
2008,UTA,BOS,17,C.J. Miles,?,Jason Hart,Mehmet Okur,Paul Millsap,Eddie House,James Posey,Kevin Garnett,Paul Pierce,Tony Allen,Deron Williams
2008,UTA,BOS,21,C.J. Miles,?,Deron Williams,Paul Millsap,Ronnie Brewer,Eddie House,Kendrick Perkins,Kevin Garnett,Paul Pierce,Ray Allen,Carlos Boozer
2008,UTA,BOS,27,Carlos Boozer,?,Matt Harpring,Mehmet Okur,Ronnie Brewer,Kendrick Perkins,Kevin Garnett,Paul Pierce,Rajon Rondo,Ray Allen,Deron Williams
2008,UTA,BOS,37,Carlos Boozer,?,Jason Hart,Matt Harpring,Paul Millsap,Eddie House,Glen Davis,James Posey,Paul Pierce,Tony Allen,Deron Williams
2008,UTA,BOS,41,Carlos Boozer,?,Matt Harpring,Mehmet Okur,Ronnie Brewer,Eddie House,James Posey,Kevin Garnett,Paul Pierce,Tony Allen,Deron Williams
2008,UTA,POR,10,C.J. Miles,?,Jason Hart,Matt Harpring,Paul Millsap,Brandon Roy,Channing Frye,LaMarcus Aldridge,Martell Webster,Steve Blake,Carlos Boozer
2008,UTA,POR,13,C.J. Miles,?,Matt Harpring,Mehmet Okur,Paul Millsap,Channing Frye,James Jones,Jarrett Jack,Sergio Rodriguez,Travis Outlaw,Jason Hart
2008,UTA,POR,17,C.J. Miles,?,Matt Harpring,Mehmet Okur,Paul Millsap,James Jones,Jarrett Jack,LaMarcus Aldridge,Sergio Rodriguez,Travis Outlaw,Jason Hart
2008,UTA,POR,19,Andrei Kirilenko,?,Kyle Korver,Mehmet Okur,Paul Millsap,Brandon Roy,James Jones,Jarrett Jack,Joel Przybilla,LaMarcus Aldridge,Deron Williams
2008,UTA,POR,22,Andrei Kirilenko,?,Deron Williams,Kyle Korver,Mehmet Okur,Brandon Roy,LaMarcus Aldridge,Martell Webster,Steve Blake,Travis Outlaw,Carlos Boozer
2008,UTA,POR,28,Andrei Kirilenko,?,Deron Williams,Paul Millsap,Ronnie Brewer,Jarrett Jack,Joel Przybilla,LaMarcus Aldridge,Martell Webster,Steve Blake,Carlos Boozer
2008,UTA,POR,29,Andrei Kirilenko,?,Deron Williams,Paul Millsap,Ronnie Brewer,James Jones,Jarrett Jack,Joel Przybilla,LaMarcus Aldridge,Steve Blake,Carlos Boozer
2008,UTA,POR,32,Carlos Boozer,?,Matt Harpring,Paul Millsap,Ronnie Brewer,Channing Frye,James Jones,Jarrett Jack,LaMarcus Aldridge,Steve Blake,Deron Williams
2008,UTA,POR,39,Deron Williams,?,Kyle Korver,Matt Harpring,Paul Millsap,Brandon Roy,Channing Frye,James Jones,Jarrett Jack,LaMarcus Aldridge,Jarron Collins
2008,UTA,POR,42,Andrei Kirilenko,?,Deron Williams,Kyle Korver,Paul Millsap,Brandon Roy,LaMarcus Aldridge,Martell Webster,Steve Blake,Travis Outlaw,Carlos Boozer
2008,UTA,PHI,0,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Andre Iguodala,Andre Miller,Reggie Evans,Rodney Carney,Samuel Dalembert,Carlos Boozer
2008,UTA,PHI,9,Carlos Boozer,?,Jason Hart,Matt Harpring,Ronnie Brewer,Andre Iguodala,Andre Miller,Gordan Giricek,Reggie Evans,Samuel Dalembert,Jarron Collins
2008,UTA,PHI,13,C.J. Miles,?,Jarron Collins,Jason Hart,Matt Harpring,Andre Iguodala,Calvin Booth,Gordan Giricek,Jason Smith,Lou Williams,Carlos Boozer
2008,UTA,PHI,14,C.J. Miles,?,Jarron Collins,Matt Harpring,Paul Millsap,Calvin Booth,Gordan Giricek,Jason Smith,Lou Williams,Thaddeus Young,Deron Williams
2008,UTA,PHI,17,Andrei Kirilenko,?,Kyle Korver,Mehmet Okur,Paul Millsap,Andre Iguodala,Andre Miller,Lou Williams,Reggie Evans,Samuel Dalembert,Deron Williams
2008,UTA,PHI,26,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Andre Iguodala,Andre Miller,Reggie Evans,Rodney Carney,Samuel Dalembert,Carlos Boozer
2008,UTA,PHI,33,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Andre Iguodala,Andre Miller,Jason Smith,Lou Williams,Samuel Dalembert,Carlos Boozer
2008,UTA,PHI,36,C.J. Miles,?,Jason Hart,Matt Harpring,Paul Millsap,Andre Iguodala,Calvin Booth,Gordan Giricek,Jason Smith,Lou Williams,Carlos Boozer
2008,UTA,PHI,39,C.J. Miles,?,Matt Harpring,Mehmet Okur,Paul Millsap,Andre Iguodala,Andre Miller,Jason Smith,Lou Williams,Samuel Dalembert,Deron Williams
2008,POR,UTA,10,Brandon Roy,?,Jarrett Jack,LaMarcus Aldridge,Martell Webster,C.J. Miles,Jason Hart,Mehmet Okur,Paul Millsap,Ronnie Brewer,Channing Frye
2008,POR,UTA,21,James Jones,?,LaMarcus Aldridge,Steve Blake,Travis Outlaw,C.J. Miles,Carlos Boozer,Deron Williams,Paul Millsap,Ronnie Brewer,Jarrett Jack
2008,POR,UTA,30,Jarrett Jack,?,LaMarcus Aldridge,Martell Webster,Steve Blake,Carlos Boozer,Deron Williams,Kyle Korver,Mehmet Okur,Ronnie Brewer,Joel Przybilla
2008,POR,UTA,35,Channing Frye,?,Sergio Rodriguez,Steve Blake,Travis Outlaw,Jarron Collins,Jason Hart,Matt Harpring,Paul Millsap,Ronnie Price,Martell Webster
2008,POR,UTA,38,Channing Frye,?,Martell Webster,Sergio Rodriguez,Travis Outlaw,Carlos Boozer,Deron Williams,Jason Hart,Kyle Korver,Paul Millsap,Jarrett Jack
2008,POR,UTA,41,James Jones,?,LaMarcus Aldridge,Sergio Rodriguez,Travis Outlaw,Carlos Boozer,Deron Williams,Matt Harpring,Mehmet Okur,Ronnie Brewer,Jarrett Jack
2008,UTA,IND,0,C.J. Miles,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Danny Granger,Jamaal Tinsley,Jermaine O'Neal,Mike Dunleavy,Troy Murphy,Carlos Boozer
2008,UTA,IND,7,C.J. Miles,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Danny Granger,Jamaal Tinsley,Jeff Foster,Mike Dunleavy,Troy Murphy,Carlos Boozer
2008,UTA,IND,10,Carlos Boozer,?,Jason Hart,Matt Harpring,Ronnie Brewer,David Harrison,Jamaal Tinsley,Jeff Foster,Kareem Rush,Mike Dunleavy,Jarron Collins
2008,UTA,IND,11,Jarron Collins,?,Kyle Korver,Matt Harpring,Paul Millsap,David Harrison,Jamaal Tinsley,Jeff Foster,Kareem Rush,Mike Dunleavy,Jason Hart
2008,UTA,IND,13,Jarron Collins,?,Kyle Korver,Matt Harpring,Paul Millsap,Andre Owens,Danny Granger,Jermaine O'Neal,Kareem Rush,Troy Murphy,Jason Hart
2008,UTA,IND,18,Deron Williams,?,Matt Harpring,Mehmet Okur,Paul Millsap,Jamaal Tinsley,Jeff Foster,Jermaine O'Neal,Marquis Daniels,Mike Dunleavy,Kyle Korver
2008,UTA,IND,19,Carlos Boozer,?,Kyle Korver,Mehmet Okur,Ronnie Brewer,Danny Granger,Jamaal Tinsley,Jeff Foster,Jermaine O'Neal,Marquis Daniels,Deron Williams
2008,UTA,IND,25,C.J. Miles,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Danny Granger,Jamaal Tinsley,Jermaine O'Neal,Mike Dunleavy,Troy Murphy,Carlos Boozer
2008,UTA,IND,32,C.J. Miles,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Andre Owens,Jeff Foster,Marquis Daniels,Mike Dunleavy,Troy Murphy,Carlos Boozer
2008,UTA,IND,34,Carlos Boozer,?,Jarron Collins,Matt Harpring,Ronnie Brewer,Jamaal Tinsley,Jeff Foster,Jermaine O'Neal,Kareem Rush,Marquis Daniels,Deron Williams
2008,UTA,IND,36,Jarron Collins,?,Kyle Korver,Matt Harpring,Paul Millsap,Jamaal Tinsley,Jeff Foster,Jermaine O'Neal,Kareem Rush,Marquis Daniels,Jason Hart
2008,UTA,IND,39,Jarron Collins,?,Kyle Korver,Matt Harpring,Paul Millsap,Andre Owens,Jermaine O'Neal,Kareem Rush,Mike Dunleavy,Troy Murphy,Jason Hart
2008,UTA,IND,40,Jarron Collins,?,Kyle Korver,Matt Harpring,Paul Millsap,Andre Owens,Ike Diogu,Jeff Foster,Kareem Rush,Mike Dunleavy,Jason Hart
2008,UTA,ORL,0,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Dwight Howard,Hedo Turkoglu,Jameer Nelson,Maurice Evans,Rashard Lewis,Carlos Boozer
2008,UTA,ORL,8,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Brian Cook,Dwight Howard,Jameer Nelson,Keith Bogans,Rashard Lewis,Carlos Boozer
2008,UTA,ORL,9,Andrei Kirilenko,?,Deron Williams,Jarron Collins,Ronnie Brewer,Brian Cook,Dwight Howard,Jameer Nelson,Keith Bogans,Rashard Lewis,Carlos Boozer
2008,UTA,ORL,17,Deron Williams,?,Matt Harpring,Mehmet Okur,Paul Millsap,Adonal Foyle,J.J. Redick,Keyon Dooling,Maurice Evans,Rashard Lewis,Kyle Korver
2008,UTA,ORL,20,Andrei Kirilenko,?,Deron Williams,Mehmet Okur,Ronnie Brewer,Dwight Howard,J.J. Redick,Jameer Nelson,Maurice Evans,Rashard Lewis,Carlos Boozer
2008,UTA,ORL,34,Jarron Collins,?,Matt Harpring,Paul Millsap,Ronnie Brewer,Brian Cook,Dwight Howard,Hedo Turkoglu,Keith Bogans,Keyon Dooling,Jason Hart
2008,UTA,ORL,37,Carlos Boozer,?,Kyle Korver,Matt Harpring,Paul Millsap,Adonal Foyle,Brian Cook,Keyon Dooling,Maurice Evans,Rashard Lewis,Jason Hart
