player_name,quality_score,normalized_score
Ricky Davis,322.247,0.17631921927475633
Markieff Morris,321.947,0.17615507262394986
Marcus Thornton,321.603,0.17596685113102514
Vladimir Radmanovic,317.981,0.17398505390028857
Jamaal Tinsley,315.155,0.17243879244969176
Kris Humphries,314.04400000000004,0.17183090268620524
Andres Nocioni,313.396,0.1714763459204633
Taj Gibson,312.6360000000001,0.17106050773842033
Tyler Zeller,311.41999999999996,0.17039516664715143
Peja Stojakovic,310.96200000000005,0.1701445694269203
Charlie Bell,307.798,0.16841336941641488
Mark Blount,306.42600000000004,0.16766267206672672
Chris Wilcox,305.41499999999996,0.16710949785350895
Patrick Beverley,304.67199999999997,0.16670296131501164
Charlie Villanueva,303.926,0.16629478331000627
Jason Collins,301.223,0.16481582198624015
Glen Davis,301.163,0.16478299265607885
Khris Middleton,300.20599999999996,0.16425936484000625
Desmond Mason,299.607,0.16393161869389605
Kentavious Caldwell-Pope,297.984,0.16304358531303312
Cuttino Mobley,296.61999999999995,0.16229726520736643
Jeff Foster,294.49300000000005,0.16113346545314874
Ronny Turiaf,290.881,0.159157139777439
Fabricio Oberto,290.828,0.15912814053579655
Maurice Evans,289.711,0.15851696783929387
Enes Kanter,289.213,0.15824448439895517
Victor Oladipo,287.798,0.15747025936265138
Trey Burke,286.35,0.15667797819475893
Jordan Hill,284.755,0.15580526516797127
Omri Casspi,282.597,0.15462450359317018
Josh McRoberts,280.797,0.15363962368833148
Trevor Booker,277.843,0.1520233263333906
Greivis Vasquez,277.718,0.1519549318955546
Joel Anthony,277.293,0.1517223908069121
Brandon Rush,276.75200000000007,0.15142637967995784
Kurt Thomas,274.016,0.14992936222460296
Kwame Brown,272.752,0.1492377576692051
Miles Plumlee,272.733,0.14922736171465403
Draymond Green,272.148,0.14890727574558146
Terrence Jones,268.76,0.1470535129024739
Michael Carter-Williams,268.20699999999994,0.14675093590948732
Larry Sanders,267.245,0.14622457231590133
Jason Williams,266.699,0.1459258254114336
James Johnson,266.63800000000003,0.1458924489257696
Michael Kidd-Gilchrist,265.871,0.14547278065520777
Tyrus Thomas,262.132,0.14342696623065668
Nazr Mohammed,260.22700000000003,0.14238463499803572
Trenton Hassell,258.315,0.14133847367689592
Nick Collison,255.879,0.14000560287234753
Sasha Pavlovic,253.024,0.1384434739121728
Dion Waiters,251.13,0.13740716139008138
C.J. Watson,250.78700000000003,0.13721948705265935
Maurice Harkless,249.51100000000005,0.13652131663122927
Derrick Williams,248.90699999999998,0.13619083470760557
Yi Jianlian,248.81900000000002,0.13614268502336901
Jared Sullinger,247.74800000000002,0.13555668147998998
Anthony Morrow,247.48000000000002,0.13541004380526955
Gerald Green,242.16,0.13249917653096846
Carlos Arroyo,240.215,0.13143495907823996
Jordan Crawford,238.334,0.1304057595776835
Quinton Ross,236.035,0.12914784907700338
Matt Bonner,234.80900000000003,0.12847703643070768
Damien Wilkins,234.44400000000002,0.1282773246722265
D.J. Augustin,231.678,0.126763892551791
Anthony Carter,230.775,0.1262698111328636
Stephon Marbury,230.326,0.1260241383121566
Steven Adams,227.20200000000006,0.12431482452175877
Kelenna Azubuike,226.864,0.12412988596185014
Jonny Flynn,222.40800000000002,0.12169176104187163
Donatas Motiejunas,222.30400000000006,0.12163485686959208
Jonas Jerebko,218.427,0.11951353498567
Donte Greene,217.069,0.11877049781301945
Roger Mason,216.48900000000003,0.11845314762146034
Giannis Antetokounmpo,216.15199999999996,0.11826875621705438
Ed Davis,214.401,0.11731068693184742
Marquis Daniels,213.063,0.11657859286925062
Andre Roberson,209.248,0.11449119462649524
Smush Parker,207.752,0.11367264999447374
Antoine Wright,207.641,0.11361191573367534
Hakim Warrick,206.10900000000004,0.11277367350355708
Dominic McGuire,201.88800000000003,0.11046413012671029
Antonio Daniels,201.86600000000004,0.11045209270565115
Andrew Wiggins,201.827,0.11043075364104629
Tim Thomas,201.292,0.11013802544710811
Reggie Jackson,200.63600000000002,0.10977909143734468
Solomon Hill,200.581,0.10974899788469682
Nate Robinson,200.493,0.10970084820046026
Tony Battie,198.35,0.1085282939581995
Carl Landry,197.158,0.1078760845989952
Aaron Gray,197.119,0.10785474553439037
Marreese Speights,196.80899999999997,0.107685127328557
Jason Smith,195.832,0.10715055640243068
Daniel Gibson,193.34200000000004,0.10578813920073715
Damon Stoudamire,192.58599999999998,0.10537448964070485
Shelden Williams,191.99500000000003,0.10505112073861618
Darrell Arthur,191.18499999999997,0.10460792478143872
J.J. Barea,189.32600000000002,0.10359076270194142
Anthony Johnson,182.791,0.10001510149187419
Morris Peterson,181.56400000000002,0.09934374169007582
Johan Petro,179.751,0.09835174876370215
Ime Udoka,179.521,0.09822590299808386
Chris Webber,176.43300000000002,0.09653628680578279
Wayne Ellington,175.34500000000003,0.09594098161885806
Juwan Howard,175.119,0.09581732447525051
Patrick Patterson,173.75200000000004,0.0950693629030758
Marko Jaric,173.174,0.09475310702252202
Bismack Biyombo,173.083,0.09470331587177738
Elfrid Payton,172.971,0.09464203445547632
Devin Brown,172.597,0.09443739829747094
Mason Plumlee,167.892,0.09186303165732307
Shannon Brown,166.52800000000002,0.09111671155165642
Brian Skinner,163.826,0.08963829738339295
James Anderson,162.90300000000002,0.08913327285441178
Anthony Tolliver,162.44899999999998,0.08888486425619133
Dante Cunningham,161.19199999999998,0.08819708978931229
Lou Williams,160.95999999999998,0.08807014971268863
Gorgui Dieng,159.60200000000003,0.08732711254003812
Ryan Hollins,159.545,0.08729592467638488
Linas Kleiza,159.27700000000002,0.08714928700166445
Marcus Morris,158.81400000000002,0.08689595400391983
Eddie Jones,157.68000000000004,0.08627547966387145
Francisco Elson,156.862,0.0858279064626725
Sam Cassell,156.58,0.08567360861091444
Garrett Temple,152.81400000000002,0.08361302098779079
Greg Oden,152.007,0.08317146649712141
Dikembe Mutombo,151.03500000000003,0.08263963134850852
Ronnie Price,148.489,0.08124657343866441
Luther Head,147.85299999999998,0.08089858253895472
Jason Kapono,147.631,0.08077711401735796
Chris Singleton,147.558,0.08073717166566172
Jerryd Bayless,145.872,0.07981466748812947
Ryan Kelly,145.76600000000002,0.07975666900484453
Jorge Garbajosa,145.357,0.07953288240424505
Joey Graham,143.8,0.07868096128655958
Ruben Patterson,142.83100000000002,0.07815076760445473
Fred Jones,140.22100000000003,0.0767226917424386
Travis Outlaw,139.92600000000002,0.07656128086914558
Chase Budinger,136.49,0.07468125456190901
Brandan Wright,135.314,0.07403779969074771
Ekpe Udoh,134.10500000000002,0.07337628868799771
Rodrigue Beaubois,133.671,0.07313882319983103
Hollis Thompson,133.66200000000003,0.07313389880030687
Yakhouba Diawara,133.309,0.07294075290785791
Alex Len,132.024,0.07223765808690362
Sam Young,131.688,0.07205381383800039
Alan Anderson,131.183,0.07177750030914286
Kendall Marshall,131.04100000000003,0.07169980422776115
Quincy Pondexter,130.59900000000002,0.07145796149557297
Brevin Knight,128.851,0.07050153367687403
Eric Snow,127.536,0.06978202419083908
Earl Clark,126.925,0.06944771217869661
Leandro Barbosa,125.291,0.06855366008730412
Nerlens Noel,125.231,0.06852083075714284
Brian Roberts,124.52900000000001,0.06813672759425575
Lavoy Allen,124.32500000000002,0.06802510787170736
Joe Smith,124.051,0.0678751872639708
Craig Smith,123.33299999999998,0.06748232961304068
Shawne Williams,121.525,0.06649307246418047
Toney Douglas,118.862,0.06503599736052185
P.J. Brown,118.72600000000001,0.06496158421215627
Anthony Randolph,117.06,0.06405002314467777
Sonny Weems,117.00300000000001,0.06401883528102455
Festus Ezeli,116.81099999999999,0.0639137814245084
Etan Thomas,115.586,0.0632435159337154
Eduardo Najera,115.10000000000001,0.06297759835940894
Lance Thomas,114.901,0.06286871441437399
Pablo Prigioni,114.69600000000001,0.06275654753632293
Kenny Thomas,114.47,0.06263289039271538
Tyler Hansbrough,114.281,0.06252947800270733
Rodney Carney,114.277,0.06252728938069657
Darius Songaila,112.21000000000001,0.06139631895664012
Daequan Cook,111.94699999999999,0.06125241705943312
Cody Zeller,111.86,0.06120481453069925
John Henson,110.178,0.06028449897517774
Ronald Murray,109.61000000000001,0.059973714649650865
Josh Boone,108.44,0.05933354271150569
Kevin Ollie,107.945,0.05906270073767504
Tarik Black,107.16100000000002,0.05863373082356753
Steven Hunter,106.96199999999999,0.058524846878532565
Bobby Simmons,106.29100000000001,0.058157705536228815
Cory Joseph,105.50900000000001,0.05772982993312666
Henry Sims,105.297,0.05761383296655676
Dan Gadzuric,105.18900000000001,0.057554740172266444
Ray McCallum,104.53999999999999,0.057199636251021806
Lou Amundson,104.37500000000001,0.057109355593078275
Tony Snell,103.544,0.05665466937034439
Marcus Smart,102.99700000000001,0.05635537531037397
James Jones,101.56600000000002,0.05557239578602719
Langston Galloway,100.15500000000002,0.05480035937173417
Alec Burks,100.14800000000001,0.05479652928321535
Dante Exum,99.85400000000001,0.05463566556542503
Jordan Clarkson,99.801,0.054606666323782554
Greg Stiemsma,99.00800000000001,0.05417277201015083
Alonzo Mourning,98.168,0.05371316138789276
Keyon Dooling,95.54400000000001,0.052277425348838995
Jae Crowder,93.95100000000001,0.05140580663305673
Devean George,93.663,0.05124822584828253
Royal Ivey,93.482,0.051149190702295975
Alexis Ajinca,93.22000000000001,0.05100583596059168
Robert Covington,92.88500000000002,0.050822538867191146
Andrew Nicholson,91.803,0.050230516613282525
DeSagana Diop,91.423,0.05002259752226102
Evan Fournier,91.316,0.04996405188347339
Rudy Gobert,89.44100000000002,0.048938135315933065
Nate Wolters,88.372,0.0483532260835594
Zach LaVine,88.18400000000001,0.04825036084905403
Henry Walker,88.003,0.04815132570306746
Brian Scalabrine,86.119,0.04712048473600294
Norris Cole,85.16700000000002,0.046599592697443806
Kyle O'Quinn,84.20700000000001,0.04607432341486316
Steve Francis,83.66300000000001,0.045776670821400786
Shareef Abdur-Rahim,82.753,0.045278759313954545
Donald Sloan,82.39699999999999,0.04508397195499755
Robert Sacre,82.04700000000001,0.0448924675290567
Gustavo Ayon,81.194,0.04442574388526368
Joe Ingles,80.177,0.04386928673902981
Jamaal Magloire,79.188,0.0433281499468712
Matt Carroll,78.944,0.043194644004215285
Austin Daye,78.03399999999999,0.042696732496769044
Jarron Collins,76.97600000000001,0.04211784197492496
Jusuf Nurkic,76.355,0.0417780584077556
Markel Brown,75.78999999999999,0.04146891554873678
Earl Barron,75.10799999999999,0.04109575549590344
Hassan Whiteside,74.597,0.040816159034029784
Chris Douglas-Roberts,74.336,0.040673351447828174
Pero Antic,74.10000000000001,0.04054422274919377
Kevin Seraphin,74.018,0.04049935599797334
Reggie Williams,73.788,0.04037351023235505
Tim Hardaway,71.69200000000001,0.03922667229872064
Gary Neal,71.524,0.039134750174269026
Theo Ratliff,71.33999999999999,0.0390340735617744
Rashad McCants,71.27000000000001,0.038995772676586236
Will Bynum,71.213,0.038964584812933
Chucky Atkins,71.15,0.03893011401626365
Josh Powell,69.334,0.037936479623381925
Brent Barry,69.13000000000001,0.03782485990083354
Luke Babbitt,68.29100000000001,0.03736579643407816
Bojan Bogdanovic,68.217,0.03732530692687923
Tony Wroten,67.992,0.0372021969387744
Charles Jenkins,67.77,0.03708072841717762
Mardy Collins,67.003,0.03666106014661579
Chris Copeland,66.764,0.03653028998147331
Byron Mullens,66.661,0.036473932964696434
Joey Dorsey,66.063,0.03614673397408891
Juan Carlos Navarro,64.90700000000001,0.03551422221298138
Jerry Stackhouse,64.70900000000002,0.03540588542344912
Stephen Graham,64.52000000000001,0.035302473033441056
Speedy Claxton,64.32900000000001,0.03519796633242761
Xavier Henry,64.315,0.03519030615538997
A.J. Price,62.953,0.03444508036072868
Alexey Shved,62.373,0.034127730169169535
Jeffery Taylor,61.687000000000005,0.033752381494325454
Wally Szczerbiak,61.678,0.03374745709480125
Lorenzen Wright,61.65500000000001,0.03373487251823943
Julian Wright,61.54899999999999,0.03367687403495448
Kent Bazemore,61.105,0.03343393699176093
Jason Hart,60.308,0.03299785405611846
Brian Cook,60.238,0.032959553170930286
JaKarr Sampson,59.373999999999995,0.032486810816607696
Jarvis Hayes,58.47800000000001,0.0319965594861991
E'Twaun Moore,58.304,0.031901354428731356
Primoz Brezec,58.157,0.031820922569836194
Chris Quinn,57.977,0.03172243457935232
Perry Jones,57.23700000000001,0.031317539507363074
Jabari Parker,56.797,0.031076791086180274
Travis Diener,56.267999999999994,0.030787345825258227
Gary Payton,56.033,0.030658764282126508
Austin Rivers,55.993,0.030636878062018983
Chris Andersen,55.67400000000001,0.03046233545666146
Jan Vesely,55.58599999999999,0.03041418577242489
Jeremy Tyler,55.37800000000001,0.030300377427865757
Ian Mahinmi,54.089,0.029595093984900695
Kelly Olynyk,54.085,0.029592905362889943
MarShon Brooks,53.954,0.029521227992037793
Earl Boykins,52.707,0.02883892508018564
Hilton Armstrong,52.067,0.028488745558465207
Mickael Gelabale,51.934,0.02841597387660768
Quincy Acy,51.292,0.028064700043881872
Kirk Snyder,51.21300000000001,0.02802147475916951
Dewayne Dedmon,51.131,0.027976608007949075
Adreian Payne,51.077999999999996,0.0279476087663066
Sergio Rodriguez,49.912,0.02730962545017219
Alexander Johnson,49.867000000000004,0.027285003452551224
Hasheem Thabeet,49.694,0.027190345550586168
Sergey Karasev,49.388,0.027022915966763584
Rodney Hood,49.025999999999996,0.026824845674790463
Isaiah Canaan,48.768,0.026683679555096918
Ish Smith,47.971000000000004,0.026247596619454444
Malik Allen,47.377,0.02592258625085767
Kyle Weaver,47.093,0.025767194088094227
Aron Baynes,46.604000000000006,0.02549963504727971
Lawrence Roberts,46.117,0.025233170317470563
Shane Larkin,45.524,0.02490870710437648
Bobby Jackson,45.355000000000004,0.024816237824422178
James Posey,45.07099999999999,0.02466084566165873
DeQuan Jones,44.417,0.024303005962900668
Matthew Dellavedova,43.064,0.02356270456776357
Quincy Miller,42.966,0.023509083328500126
Meyers Leonard,42.93900000000001,0.02349431012992755
Manny Harris,42.845,0.023442877512674855
Jordan Hamilton,42.306,0.02314796069672593
Leon Powe,42.120000000000005,0.023046189773225933
Christian Eyenga,42.084,0.023026492175129157
Jon Leuer,41.99200000000001,0.02297615386888185
Tyronn Lue,41.979,0.022969040847346897
Jeff Adrien,41.695,0.022813648684583455
Jeff Ayres,41.562,0.022740877002725927
Otto Porter,41.011,0.022439394320744745
Cole Aldrich,40.868,0.022361151083860335
Stromile Swift,40.18900000000001,0.021989632497535067
Gary Forbes,40.147000000000006,0.021966651966422165
Ira Newble,40.138,0.021961727566897966
Malcolm Lee,40.022999999999996,0.021898804684088825
Jordan Farmar,39.461,0.021591303291578073
Kareem Rush,39.174,0.021434269662306566
Victor Claver,38.891999999999996,0.021279971810548498
Devin Ebanks,38.592999999999996,0.021116372315244734
Greg Smith,38.151,0.020874529583056564
Jeremy Pargo,37.621,0.020584537166631833
Cartier Martin,37.587,0.020565933879540435
Shelvin Mack,37.150000000000006,0.020326826924865704
Semih Erden,37.016,0.020253508087505485
James White,36.861999999999995,0.020169246140091503
Darius Morris,36.361000000000004,0.019895121233244734
Von Wafer,36.357,0.01989293261123398
Juan Dixon,35.752,0.019561903532107634
Josh Childress,35.438,0.019390096704263546
Jeff McInnis,35.195,0.01925713791711032
Derek Anderson,34.940999999999995,0.01911816041942752
Bernard James,33.843,0.018517383677475907
Greg Buckner,33.589,0.018378406179793107
Adam Morrison,33.348,0.018246541703645258
Dan Dickau,32.448,0.017754101751225902
Justin Hamilton,32.370000000000005,0.017711423622016227
Sean Williams,31.971,0.017493108576443643
